downtime_id,machine_id,machine_name,plant,shift,downtime_start,duration_minutes,reason_code,is_planned,cost_of_downtime_usd,reported_by,work_order_id
DT-002985,MCH-009,Assembly Line 3,Detroit Plant,Afternoon,2026-04-06 19:37:34,30,Mechanical Failure,False,2158.46,finance@michiganauto.com,WO-56177
DT-002986,MCH-008,Assembly Line 2,Flint Plant,Afternoon,2026-03-17 06:55:34,60,Scheduled Maintenance,False,1906.18,maint.mgr@michiganauto.com,WO-72237
DT-002987,MCH-014,Stamping Press 2,Flint Plant,Morning,2025-05-25 21:54:34,15,Quality Hold,False,4394.94,maint.mgr@michiganauto.com,
DT-002988,MCH-007,Assembly Line 1,Detroit Plant,Night,2025-06-22 08:50:34,120,Quality Hold,False,3618.92,analyst1@michiganauto.com,WO-44718
DT-002989,MCH-017,Conveyor Belt 1,Flint Plant,Afternoon,2025-07-08 06:52:34,120,Electrical Fault,True,3705.97,exec.admin@michiganauto.com,
DT-002990,MCH-010,CNC Mill 1,Flint Plant,Night,2025-10-26 10:57:34,5,Setup & Changeover,False,2355.54,ops.lead@michiganauto.com,
DT-002991,MCH-017,Conveyor Belt 1,Lansing Plant,Morning,2025-09-25 20:36:34,15,Electrical Fault,False,4555.01,exec.admin@michiganauto.com,
DT-002992,MCH-013,Stamping Press 1,Detroit Plant,Night,2026-04-08 13:48:34,60,Unknown,True,3126.62,exec.admin@michiganauto.com,WO-45445
DT-002993,MCH-011,CNC Mill 2,Detroit Plant,Afternoon,2025-09-02 08:51:34,240,Quality Hold,True,3223.35,finance@michiganauto.com,WO-67848
DT-002994,MCH-001,Press Line A,Lansing Plant,Morning,2026-05-18 19:20:34,60,Operator Break,True,4213.09,analyst2@michiganauto.com,WO-28978
DT-002995,MCH-007,Assembly Line 1,Detroit Plant,Morning,2026-04-11 05:39:34,15,Material Shortage,False,601.61,finance@michiganauto.com,
DT-002996,MCH-008,Assembly Line 2,Detroit Plant,Morning,2025-05-29 00:04:34,15,Quality Hold,False,3081.95,ds.lead@michiganauto.com,WO-12665
DT-002997,MCH-017,Conveyor Belt 1,Lansing Plant,Morning,2026-01-15 12:17:34,30,Material Shortage,False,969.79,maint.mgr@michiganauto.com,WO-80356
DT-002998,MCH-001,Press Line A,Detroit Plant,Night,2026-01-11 01:26:34,5,Tooling Change,True,3193.51,ops.lead@michiganauto.com,WO-91338
DT-002999,MCH-009,Assembly Line 3,Detroit Plant,Afternoon,2025-08-22 20:54:34,15,Quality Hold,True,1090.93,kwhite@michiganauto.com,WO-27295
DT-003000,MCH-006,Paint Booth Beta,Detroit Plant,Night,2026-05-17 08:02:34,5,Setup & Changeover,False,4501.33,ds.lead@michiganauto.com,WO-25184
DT-003001,MCH-003,Welding Station 1,Flint Plant,Night,2026-05-04 11:28:34,15,Quality Hold,False,2722.41,hse.mgr@michiganauto.com,
DT-003002,MCH-001,Press Line A,Detroit Plant,Afternoon,2025-07-17 20:58:34,15,Scheduled Maintenance,False,2178.14,hse.mgr@michiganauto.com,
DT-003003,MCH-001,Press Line A,Lansing Plant,Afternoon,2025-09-03 11:26:34,5,Setup & Changeover,False,1868.01,hse.mgr@michiganauto.com,WO-11740
DT-003004,MCH-010,CNC Mill 1,Detroit Plant,Night,2025-07-15 21:55:34,60,Electrical Fault,False,4757.27,hse.mgr@michiganauto.com,WO-55984
DT-003005,MCH-005,Paint Booth Alpha,Lansing Plant,Morning,2025-05-25 11:45:34,30,Quality Hold,False,992.03,exec.admin@michiganauto.com,
DT-003006,MCH-007,Assembly Line 1,Lansing Plant,Morning,2026-02-27 02:46:34,5,Quality Hold,False,4109.82,maint.mgr@michiganauto.com,
DT-003007,MCH-004,Welding Station 2,Flint Plant,Morning,2025-09-21 04:55:34,120,Quality Hold,True,4766.36,exec.admin@michiganauto.com,WO-83919
DT-003008,MCH-002,Press Line B,Detroit Plant,Night,2025-07-06 20:30:34,5,Electrical Fault,True,1352.56,finance@michiganauto.com,
DT-003009,MCH-008,Assembly Line 2,Lansing Plant,Afternoon,2026-04-14 04:07:34,30,Tooling Change,False,2708.25,ops.lead@michiganauto.com,
DT-003010,MCH-011,CNC Mill 2,Detroit Plant,Night,2026-05-11 01:33:34,5,Setup & Changeover,True,1888.88,hse.mgr@michiganauto.com,WO-82464
DT-003011,MCH-020,Quality Gate 1,Detroit Plant,Afternoon,2025-09-26 21:31:34,60,Power Outage,True,975.96,ops.lead@michiganauto.com,WO-21284
DT-003012,MCH-002,Press Line B,Detroit Plant,Morning,2025-06-02 04:52:34,15,Unknown,True,181.02,ds.lead@michiganauto.com,WO-83092
DT-003013,MCH-003,Welding Station 1,Flint Plant,Afternoon,2025-11-17 01:00:34,5,Scheduled Maintenance,True,4241.09,finance@michiganauto.com,
DT-003014,MCH-003,Welding Station 1,Detroit Plant,Afternoon,2026-04-09 12:17:34,30,Scheduled Maintenance,False,4138.6,ds.lead@michiganauto.com,WO-76480
DT-003015,MCH-003,Welding Station 1,Flint Plant,Night,2025-09-02 11:47:34,240,Scheduled Maintenance,False,390.7,maint.mgr@michiganauto.com,WO-90889
DT-003016,MCH-019,Inspection Station,Detroit Plant,Afternoon,2026-05-24 14:52:34,120,Unknown,False,1371.33,ds.lead@michiganauto.com,
DT-003017,MCH-007,Assembly Line 1,Lansing Plant,Night,2026-03-10 19:18:34,30,Setup & Changeover,True,975.39,kwhite@michiganauto.com,WO-87326
DT-003018,MCH-007,Assembly Line 1,Lansing Plant,Night,2025-07-31 11:22:34,15,Power Outage,True,3614.24,maint.mgr@michiganauto.com,
DT-003019,MCH-010,CNC Mill 1,Flint Plant,Night,2026-04-04 14:40:34,120,Mechanical Failure,True,1975.71,maint.mgr@michiganauto.com,WO-85940
DT-003020,MCH-017,Conveyor Belt 1,Flint Plant,Afternoon,2026-02-12 08:04:34,30,Setup & Changeover,False,4764.18,hse.mgr@michiganauto.com,
DT-003021,MCH-017,Conveyor Belt 1,Flint Plant,Morning,2026-01-06 00:39:34,15,Quality Hold,False,2555.58,kwhite@michiganauto.com,WO-68245
DT-003022,MCH-012,CNC Mill 3,Lansing Plant,Morning,2026-04-22 03:31:34,15,Mechanical Failure,False,1554.55,exec.admin@michiganauto.com,
DT-003023,MCH-018,Conveyor Belt 2,Flint Plant,Night,2026-04-15 16:08:34,15,Power Outage,False,1904.34,ops.lead@michiganauto.com,WO-39680
DT-003024,MCH-011,CNC Mill 2,Detroit Plant,Night,2026-01-20 00:54:34,30,Power Outage,False,4621.25,analyst1@michiganauto.com,
DT-003025,MCH-019,Inspection Station,Detroit Plant,Night,2025-11-26 18:05:34,60,Scheduled Maintenance,False,2558.55,maint.mgr@michiganauto.com,WO-10107
DT-003026,MCH-015,Robotic Arm A,Flint Plant,Afternoon,2025-05-29 23:37:34,30,Mechanical Failure,True,646.31,analyst1@michiganauto.com,WO-64443
DT-003027,MCH-005,Paint Booth Alpha,Flint Plant,Morning,2025-08-13 02:12:34,15,Operator Break,False,2674.31,analyst2@michiganauto.com,WO-33613
DT-003028,MCH-020,Quality Gate 1,Detroit Plant,Morning,2026-04-03 23:02:34,240,Material Shortage,False,611.28,ds.lead@michiganauto.com,WO-36689
DT-003029,MCH-018,Conveyor Belt 2,Lansing Plant,Afternoon,2025-12-12 18:10:34,60,Scheduled Maintenance,True,4836.15,exec.admin@michiganauto.com,WO-70583
DT-003030,MCH-015,Robotic Arm A,Lansing Plant,Afternoon,2026-04-15 19:54:34,15,Electrical Fault,True,4941.34,hse.mgr@michiganauto.com,
DT-003031,MCH-011,CNC Mill 2,Detroit Plant,Morning,2026-04-23 16:17:34,15,Scheduled Maintenance,False,2836.03,analyst2@michiganauto.com,
DT-003032,MCH-016,Robotic Arm B,Flint Plant,Night,2025-12-14 21:24:34,5,Quality Hold,True,4561.38,ops.lead@michiganauto.com,WO-74030
DT-003033,MCH-008,Assembly Line 2,Lansing Plant,Morning,2025-09-06 13:35:34,60,Material Shortage,False,892.16,kwhite@michiganauto.com,WO-74469
DT-003034,MCH-020,Quality Gate 1,Lansing Plant,Night,2025-11-27 22:47:34,30,Setup & Changeover,False,4438.23,finance@michiganauto.com,WO-20988
DT-003035,MCH-014,Stamping Press 2,Detroit Plant,Morning,2025-07-22 06:54:34,60,Mechanical Failure,True,4557.41,kwhite@michiganauto.com,WO-40190
DT-003036,MCH-015,Robotic Arm A,Detroit Plant,Night,2025-07-19 20:05:34,5,Setup & Changeover,True,2259.88,hse.mgr@michiganauto.com,
DT-003037,MCH-011,CNC Mill 2,Flint Plant,Morning,2025-12-15 20:28:34,240,Tooling Change,False,649.61,maint.mgr@michiganauto.com,WO-53720
DT-003038,MCH-013,Stamping Press 1,Detroit Plant,Night,2025-06-12 03:46:34,60,Operator Break,True,3789.59,maint.mgr@michiganauto.com,WO-46684
DT-003039,MCH-009,Assembly Line 3,Detroit Plant,Night,2026-04-07 12:55:34,480,Scheduled Maintenance,False,4645.95,kwhite@michiganauto.com,WO-78387
DT-003040,MCH-011,CNC Mill 2,Detroit Plant,Afternoon,2025-08-13 07:20:34,120,Material Shortage,False,536.25,ops.lead@michiganauto.com,
DT-003041,MCH-011,CNC Mill 2,Flint Plant,Afternoon,2025-06-26 15:27:34,60,Mechanical Failure,False,827.19,analyst2@michiganauto.com,
DT-003042,MCH-008,Assembly Line 2,Detroit Plant,Night,2025-12-02 05:23:34,30,Tooling Change,True,2048.68,kwhite@michiganauto.com,WO-64573
DT-003043,MCH-012,CNC Mill 3,Lansing Plant,Night,2026-05-15 19:54:34,120,Electrical Fault,True,2483.37,ops.lead@michiganauto.com,WO-12984
DT-003044,MCH-012,CNC Mill 3,Lansing Plant,Afternoon,2026-04-03 00:47:34,60,Tooling Change,False,2387.32,analyst2@michiganauto.com,WO-66369
DT-003045,MCH-007,Assembly Line 1,Detroit Plant,Night,2025-07-04 20:52:34,60,Tooling Change,False,4871.58,exec.admin@michiganauto.com,WO-80303
DT-003046,MCH-010,CNC Mill 1,Detroit Plant,Night,2026-01-14 02:57:34,30,Power Outage,False,1216.92,hse.mgr@michiganauto.com,WO-87125
DT-003047,MCH-002,Press Line B,Detroit Plant,Night,2025-07-14 11:51:34,15,Electrical Fault,False,2961.27,ds.lead@michiganauto.com,WO-99165
DT-003048,MCH-003,Welding Station 1,Flint Plant,Afternoon,2025-09-21 06:10:34,5,Electrical Fault,False,3046.43,exec.admin@michiganauto.com,WO-25129
DT-003049,MCH-003,Welding Station 1,Detroit Plant,Afternoon,2025-05-27 09:20:34,30,Operator Break,False,2143.28,exec.admin@michiganauto.com,WO-11724
DT-003050,MCH-016,Robotic Arm B,Flint Plant,Morning,2026-01-11 06:00:34,15,Material Shortage,False,1812.72,kwhite@michiganauto.com,WO-54962
DT-003051,MCH-012,CNC Mill 3,Detroit Plant,Night,2025-12-31 12:45:34,30,Quality Hold,False,3007.65,hse.mgr@michiganauto.com,
DT-003052,MCH-020,Quality Gate 1,Detroit Plant,Night,2025-12-16 09:10:34,15,Operator Break,False,4664.26,kwhite@michiganauto.com,WO-43313
DT-003053,MCH-010,CNC Mill 1,Lansing Plant,Night,2025-07-05 04:30:34,60,Quality Hold,False,773.95,finance@michiganauto.com,
DT-003054,MCH-015,Robotic Arm A,Detroit Plant,Morning,2026-03-04 21:03:34,30,Material Shortage,True,198.24,ops.lead@michiganauto.com,WO-97914
DT-003055,MCH-017,Conveyor Belt 1,Detroit Plant,Morning,2025-05-28 22:55:34,60,Quality Hold,True,3477.42,finance@michiganauto.com,
DT-003056,MCH-014,Stamping Press 2,Flint Plant,Afternoon,2026-03-21 14:39:34,30,Operator Break,False,3798.56,exec.admin@michiganauto.com,WO-42476
DT-003057,MCH-008,Assembly Line 2,Lansing Plant,Night,2026-05-21 19:48:34,5,Power Outage,False,4578.53,analyst2@michiganauto.com,WO-16718
DT-003058,MCH-001,Press Line A,Flint Plant,Afternoon,2026-01-30 00:04:34,60,Scheduled Maintenance,False,1618.92,hse.mgr@michiganauto.com,
DT-003059,MCH-017,Conveyor Belt 1,Lansing Plant,Afternoon,2026-04-19 12:15:34,30,Scheduled Maintenance,False,460.96,ops.lead@michiganauto.com,WO-14037
DT-003060,MCH-009,Assembly Line 3,Detroit Plant,Afternoon,2026-02-26 02:45:34,5,Mechanical Failure,False,3691.96,analyst2@michiganauto.com,WO-49217
DT-003061,MCH-010,CNC Mill 1,Detroit Plant,Night,2025-08-19 16:36:34,15,Unknown,True,4041.52,maint.mgr@michiganauto.com,
DT-003062,MCH-008,Assembly Line 2,Flint Plant,Morning,2025-06-30 05:59:34,15,Tooling Change,False,3759.08,analyst2@michiganauto.com,
DT-003063,MCH-008,Assembly Line 2,Flint Plant,Afternoon,2025-10-08 05:42:34,120,Power Outage,False,660.35,hse.mgr@michiganauto.com,
DT-003064,MCH-007,Assembly Line 1,Detroit Plant,Afternoon,2025-08-07 04:06:34,5,Operator Break,False,3513.66,kwhite@michiganauto.com,
DT-003065,MCH-015,Robotic Arm A,Lansing Plant,Afternoon,2025-09-23 13:10:34,15,Operator Break,True,392.92,kwhite@michiganauto.com,WO-93092
DT-003066,MCH-007,Assembly Line 1,Lansing Plant,Night,2026-03-24 00:38:34,5,Setup & Changeover,True,4973.99,exec.admin@michiganauto.com,WO-11330
DT-003067,MCH-005,Paint Booth Alpha,Lansing Plant,Night,2025-06-05 13:43:34,60,Setup & Changeover,False,850.26,hse.mgr@michiganauto.com,WO-64489
DT-003068,MCH-015,Robotic Arm A,Detroit Plant,Morning,2025-07-20 20:17:34,5,Power Outage,False,4728.41,finance@michiganauto.com,WO-28192
DT-003069,MCH-001,Press Line A,Flint Plant,Night,2025-12-17 02:08:34,5,Material Shortage,False,2404.42,finance@michiganauto.com,WO-74740
DT-003070,MCH-013,Stamping Press 1,Flint Plant,Night,2026-01-21 00:10:34,30,Unknown,False,3136.33,analyst2@michiganauto.com,
DT-003071,MCH-015,Robotic Arm A,Detroit Plant,Afternoon,2026-05-16 10:00:34,120,Power Outage,True,2085.44,finance@michiganauto.com,WO-83473
DT-003072,MCH-009,Assembly Line 3,Detroit Plant,Afternoon,2025-08-11 14:04:34,480,Scheduled Maintenance,False,3026.44,kwhite@michiganauto.com,WO-95839
DT-003073,MCH-017,Conveyor Belt 1,Lansing Plant,Morning,2025-06-25 09:58:34,15,Mechanical Failure,False,451.45,hse.mgr@michiganauto.com,
DT-003074,MCH-009,Assembly Line 3,Lansing Plant,Morning,2025-11-05 09:24:34,5,Unknown,False,3124.35,ops.lead@michiganauto.com,WO-68117
DT-003075,MCH-011,CNC Mill 2,Flint Plant,Morning,2025-11-21 11:07:34,60,Mechanical Failure,False,1001.45,ds.lead@michiganauto.com,
DT-003076,MCH-009,Assembly Line 3,Flint Plant,Afternoon,2026-03-16 22:58:34,15,Power Outage,True,3950.81,ds.lead@michiganauto.com,
DT-003077,MCH-007,Assembly Line 1,Flint Plant,Night,2025-10-19 11:03:34,240,Operator Break,False,1848.99,kwhite@michiganauto.com,
DT-003078,MCH-013,Stamping Press 1,Flint Plant,Afternoon,2025-06-14 22:01:34,15,Tooling Change,True,4146.46,hse.mgr@michiganauto.com,
DT-003079,MCH-012,CNC Mill 3,Lansing Plant,Night,2025-09-19 18:24:34,15,Material Shortage,False,4130.9,analyst2@michiganauto.com,
DT-003080,MCH-017,Conveyor Belt 1,Detroit Plant,Morning,2025-09-06 08:53:34,60,Unknown,False,4858.99,ds.lead@michiganauto.com,WO-28263
DT-003081,MCH-016,Robotic Arm B,Flint Plant,Morning,2025-08-20 14:53:34,5,Material Shortage,False,1509.28,ops.lead@michiganauto.com,WO-52625
DT-003082,MCH-009,Assembly Line 3,Lansing Plant,Night,2025-10-27 09:28:34,120,Quality Hold,False,3111.94,exec.admin@michiganauto.com,
DT-003083,MCH-017,Conveyor Belt 1,Lansing Plant,Night,2025-10-02 09:25:34,30,Scheduled Maintenance,False,4054.3,finance@michiganauto.com,WO-10988
DT-003084,MCH-014,Stamping Press 2,Lansing Plant,Night,2026-04-12 23:30:34,15,Scheduled Maintenance,False,2224.15,finance@michiganauto.com,
DT-003085,MCH-002,Press Line B,Lansing Plant,Morning,2026-04-23 04:57:34,120,Power Outage,False,4714.46,ds.lead@michiganauto.com,WO-90927
DT-003086,MCH-008,Assembly Line 2,Lansing Plant,Night,2025-09-10 14:50:34,30,Setup & Changeover,False,3543.24,analyst2@michiganauto.com,
DT-003087,MCH-007,Assembly Line 1,Flint Plant,Afternoon,2026-03-13 08:33:34,30,Mechanical Failure,False,2624.68,maint.mgr@michiganauto.com,WO-83098
DT-003088,MCH-011,CNC Mill 2,Detroit Plant,Night,2025-12-19 16:28:34,60,Setup & Changeover,True,1851.7,hse.mgr@michiganauto.com,WO-51618
DT-003089,MCH-015,Robotic Arm A,Flint Plant,Morning,2025-11-07 07:24:34,120,Tooling Change,False,2493.79,analyst1@michiganauto.com,
DT-003090,MCH-018,Conveyor Belt 2,Detroit Plant,Morning,2025-09-13 19:45:34,60,Material Shortage,False,1499.89,analyst2@michiganauto.com,
DT-003091,MCH-005,Paint Booth Alpha,Flint Plant,Night,2026-02-12 18:57:34,15,Unknown,True,571.32,ops.lead@michiganauto.com,
DT-003092,MCH-006,Paint Booth Beta,Lansing Plant,Night,2025-07-02 04:12:34,120,Power Outage,False,3357.37,ds.lead@michiganauto.com,
DT-003093,MCH-011,CNC Mill 2,Detroit Plant,Morning,2025-05-26 23:50:34,60,Material Shortage,False,4203.33,exec.admin@michiganauto.com,
DT-003094,MCH-011,CNC Mill 2,Flint Plant,Afternoon,2025-08-31 23:17:34,30,Mechanical Failure,False,3940.64,ds.lead@michiganauto.com,WO-38161
DT-003095,MCH-003,Welding Station 1,Flint Plant,Morning,2026-04-03 19:51:34,5,Tooling Change,False,4480.45,exec.admin@michiganauto.com,WO-90475
DT-003096,MCH-017,Conveyor Belt 1,Detroit Plant,Night,2025-12-03 01:15:34,30,Unknown,False,348.29,exec.admin@michiganauto.com,WO-96512
DT-003097,MCH-011,CNC Mill 2,Lansing Plant,Night,2025-12-20 14:00:34,30,Scheduled Maintenance,True,1680.23,exec.admin@michiganauto.com,
DT-003098,MCH-016,Robotic Arm B,Detroit Plant,Morning,2026-02-19 00:50:34,5,Operator Break,False,1077.84,analyst2@michiganauto.com,
DT-003099,MCH-012,CNC Mill 3,Lansing Plant,Afternoon,2025-09-26 00:04:34,15,Quality Hold,True,1955.76,hse.mgr@michiganauto.com,
DT-003100,MCH-015,Robotic Arm A,Detroit Plant,Afternoon,2025-10-02 12:03:34,30,Electrical Fault,False,420.98,hse.mgr@michiganauto.com,
DT-003101,MCH-005,Paint Booth Alpha,Detroit Plant,Afternoon,2026-05-03 16:42:34,240,Mechanical Failure,False,2790.22,kwhite@michiganauto.com,WO-64089
DT-003102,MCH-019,Inspection Station,Lansing Plant,Night,2025-10-12 17:21:34,15,Operator Break,False,1338.12,analyst2@michiganauto.com,
DT-003103,MCH-017,Conveyor Belt 1,Flint Plant,Night,2026-02-18 20:04:34,15,Setup & Changeover,False,4117.42,ds.lead@michiganauto.com,
DT-003104,MCH-003,Welding Station 1,Flint Plant,Afternoon,2026-03-26 03:30:34,120,Operator Break,False,984.78,ds.lead@michiganauto.com,
DT-003105,MCH-014,Stamping Press 2,Detroit Plant,Night,2025-08-10 17:24:34,5,Setup & Changeover,False,748.89,ds.lead@michiganauto.com,
DT-003106,MCH-018,Conveyor Belt 2,Detroit Plant,Night,2026-02-11 02:46:34,60,Setup & Changeover,False,125.25,ops.lead@michiganauto.com,WO-57555
DT-003107,MCH-011,CNC Mill 2,Flint Plant,Afternoon,2025-08-09 17:43:34,240,Quality Hold,False,4440.96,finance@michiganauto.com,
DT-003108,MCH-014,Stamping Press 2,Detroit Plant,Morning,2025-09-13 17:59:34,60,Power Outage,False,4501.14,ops.lead@michiganauto.com,WO-73074
DT-003109,MCH-001,Press Line A,Flint Plant,Afternoon,2026-01-06 02:56:34,60,Setup & Changeover,True,3552.96,finance@michiganauto.com,
DT-003110,MCH-002,Press Line B,Detroit Plant,Night,2026-03-14 14:27:34,15,Tooling Change,False,772.54,finance@michiganauto.com,
DT-003111,MCH-002,Press Line B,Detroit Plant,Afternoon,2025-11-20 02:28:34,15,Electrical Fault,False,2187.5,hse.mgr@michiganauto.com,WO-49111
DT-003112,MCH-005,Paint Booth Alpha,Lansing Plant,Morning,2025-06-17 02:24:34,5,Mechanical Failure,False,828.85,exec.admin@michiganauto.com,WO-39836
DT-003113,MCH-017,Conveyor Belt 1,Lansing Plant,Night,2026-03-06 16:22:34,5,Mechanical Failure,False,2617.6,analyst2@michiganauto.com,WO-15770
DT-003114,MCH-017,Conveyor Belt 1,Flint Plant,Afternoon,2026-03-23 22:45:34,5,Mechanical Failure,False,3870.72,maint.mgr@michiganauto.com,WO-52257
DT-003115,MCH-004,Welding Station 2,Detroit Plant,Afternoon,2026-03-27 19:47:34,5,Scheduled Maintenance,False,2193.69,kwhite@michiganauto.com,WO-34043
DT-003116,MCH-007,Assembly Line 1,Lansing Plant,Afternoon,2025-06-07 12:47:34,5,Mechanical Failure,True,755.97,ops.lead@michiganauto.com,WO-86665
DT-003117,MCH-002,Press Line B,Flint Plant,Night,2026-02-20 12:53:34,30,Material Shortage,False,3707.17,hse.mgr@michiganauto.com,WO-28435
DT-003118,MCH-008,Assembly Line 2,Detroit Plant,Afternoon,2026-01-09 03:10:34,30,Power Outage,True,4240.11,hse.mgr@michiganauto.com,
DT-003119,MCH-014,Stamping Press 2,Lansing Plant,Night,2026-03-12 20:55:34,60,Tooling Change,False,3118.12,ops.lead@michiganauto.com,WO-41677
DT-003120,MCH-020,Quality Gate 1,Flint Plant,Afternoon,2026-05-21 10:18:34,30,Unknown,False,2014.62,maint.mgr@michiganauto.com,
DT-003121,MCH-013,Stamping Press 1,Detroit Plant,Morning,2025-06-27 10:51:34,240,Electrical Fault,True,4333.16,maint.mgr@michiganauto.com,
DT-003122,MCH-014,Stamping Press 2,Lansing Plant,Morning,2025-12-02 07:06:34,15,Setup & Changeover,False,2218.15,finance@michiganauto.com,
DT-003123,MCH-005,Paint Booth Alpha,Lansing Plant,Afternoon,2026-01-25 05:09:34,30,Operator Break,False,4281.11,finance@michiganauto.com,WO-94570
DT-003124,MCH-020,Quality Gate 1,Lansing Plant,Morning,2025-07-01 06:22:34,240,Unknown,False,3224.58,ds.lead@michiganauto.com,
DT-003125,MCH-010,CNC Mill 1,Lansing Plant,Night,2025-06-20 23:41:34,15,Power Outage,False,4394.73,kwhite@michiganauto.com,WO-12522
DT-003126,MCH-002,Press Line B,Detroit Plant,Morning,2025-08-07 10:28:34,240,Power Outage,False,1346.83,analyst1@michiganauto.com,
DT-003127,MCH-013,Stamping Press 1,Flint Plant,Afternoon,2025-09-04 17:06:34,120,Material Shortage,False,3776.0,ops.lead@michiganauto.com,WO-54470
DT-003128,MCH-017,Conveyor Belt 1,Lansing Plant,Morning,2025-05-27 02:47:34,30,Material Shortage,False,873.21,ops.lead@michiganauto.com,
DT-003129,MCH-009,Assembly Line 3,Detroit Plant,Night,2025-07-23 19:26:34,30,Mechanical Failure,False,3364.3,ds.lead@michiganauto.com,
DT-003130,MCH-015,Robotic Arm A,Lansing Plant,Night,2026-01-28 06:16:34,120,Tooling Change,False,3012.15,kwhite@michiganauto.com,WO-40792
DT-003131,MCH-008,Assembly Line 2,Lansing Plant,Night,2025-10-27 22:53:34,5,Power Outage,True,673.74,maint.mgr@michiganauto.com,WO-77711
DT-003132,MCH-005,Paint Booth Alpha,Flint Plant,Afternoon,2025-10-05 09:41:34,5,Tooling Change,False,2629.75,analyst1@michiganauto.com,WO-38783
DT-003133,MCH-020,Quality Gate 1,Lansing Plant,Night,2026-04-24 17:30:34,60,Power Outage,True,2181.75,finance@michiganauto.com,
DT-003134,MCH-001,Press Line A,Lansing Plant,Night,2025-10-18 18:21:34,5,Operator Break,False,4019.3,analyst1@michiganauto.com,WO-28255
DT-003135,MCH-020,Quality Gate 1,Lansing Plant,Morning,2025-05-25 00:44:34,30,Quality Hold,False,3857.95,exec.admin@michiganauto.com,WO-27871
DT-003136,MCH-017,Conveyor Belt 1,Detroit Plant,Afternoon,2025-08-22 03:28:34,5,Operator Break,False,4520.54,analyst2@michiganauto.com,
DT-003137,MCH-020,Quality Gate 1,Detroit Plant,Afternoon,2025-06-03 05:03:34,30,Tooling Change,True,909.92,finance@michiganauto.com,
DT-003138,MCH-006,Paint Booth Beta,Lansing Plant,Night,2026-04-18 05:32:34,480,Material Shortage,False,4476.59,exec.admin@michiganauto.com,
DT-003139,MCH-003,Welding Station 1,Detroit Plant,Morning,2026-01-08 13:36:34,30,Operator Break,True,3327.31,ops.lead@michiganauto.com,
DT-003140,MCH-006,Paint Booth Beta,Flint Plant,Afternoon,2025-07-24 23:22:34,15,Mechanical Failure,True,2428.65,maint.mgr@michiganauto.com,WO-51880
DT-003141,MCH-020,Quality Gate 1,Lansing Plant,Morning,2025-09-01 00:57:34,60,Power Outage,True,2630.7,analyst2@michiganauto.com,
DT-003142,MCH-019,Inspection Station,Detroit Plant,Morning,2025-11-09 16:09:34,5,Material Shortage,False,1962.07,analyst1@michiganauto.com,WO-20299
DT-003143,MCH-016,Robotic Arm B,Detroit Plant,Night,2025-08-25 06:33:34,30,Electrical Fault,True,2164.38,maint.mgr@michiganauto.com,WO-34498
DT-003144,MCH-003,Welding Station 1,Lansing Plant,Night,2025-09-09 06:13:34,480,Material Shortage,False,1880.53,finance@michiganauto.com,WO-65136
DT-003145,MCH-008,Assembly Line 2,Flint Plant,Morning,2025-09-13 13:56:34,5,Quality Hold,True,2218.2,ds.lead@michiganauto.com,WO-70115
DT-003146,MCH-002,Press Line B,Lansing Plant,Morning,2025-08-22 11:15:34,60,Unknown,False,580.44,ds.lead@michiganauto.com,WO-52790
DT-003147,MCH-004,Welding Station 2,Lansing Plant,Night,2026-01-10 21:20:34,5,Unknown,True,2397.42,analyst1@michiganauto.com,WO-77789
DT-003148,MCH-003,Welding Station 1,Detroit Plant,Morning,2025-07-30 04:53:34,30,Setup & Changeover,False,3294.61,finance@michiganauto.com,
DT-003149,MCH-018,Conveyor Belt 2,Lansing Plant,Afternoon,2025-05-31 04:05:34,15,Quality Hold,False,4759.71,analyst2@michiganauto.com,
DT-003150,MCH-003,Welding Station 1,Lansing Plant,Afternoon,2025-10-16 17:53:34,15,Tooling Change,False,1411.42,analyst1@michiganauto.com,WO-88226
DT-003151,MCH-009,Assembly Line 3,Flint Plant,Afternoon,2026-03-27 21:15:34,240,Material Shortage,True,1177.21,hse.mgr@michiganauto.com,WO-50257
DT-003152,MCH-012,CNC Mill 3,Lansing Plant,Morning,2025-06-05 08:35:34,5,Scheduled Maintenance,False,4845.17,ds.lead@michiganauto.com,
DT-003153,MCH-003,Welding Station 1,Detroit Plant,Morning,2026-04-22 15:06:34,480,Tooling Change,False,4874.01,exec.admin@michiganauto.com,
DT-003154,MCH-016,Robotic Arm B,Flint Plant,Afternoon,2025-11-30 00:22:34,5,Tooling Change,False,2532.44,maint.mgr@michiganauto.com,
DT-003155,MCH-009,Assembly Line 3,Flint Plant,Morning,2025-11-10 06:13:34,480,Scheduled Maintenance,False,53.69,maint.mgr@michiganauto.com,
DT-003156,MCH-012,CNC Mill 3,Lansing Plant,Afternoon,2025-10-29 09:30:34,5,Setup & Changeover,False,3587.04,analyst1@michiganauto.com,WO-20294
DT-003157,MCH-008,Assembly Line 2,Flint Plant,Night,2025-11-14 10:01:34,15,Setup & Changeover,True,2147.0,kwhite@michiganauto.com,
DT-003158,MCH-008,Assembly Line 2,Lansing Plant,Morning,2025-07-10 22:18:34,240,Quality Hold,False,3998.05,exec.admin@michiganauto.com,WO-63916
