refresh_id,dataset_id,dataset_name,workspace_id,workspace_name,refresh_type,triggered_by,start_datetime,end_datetime,duration_minutes,status,rows_processed,error_code,error_message,refresh_mode
REF-00292,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-19 20:33:34,2026-05-19 21:23:34,50,Success,829970,,,Full
REF-00293,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-18 21:33:34,2026-05-18 22:26:34,53,Success,1828522,,,Incremental
REF-00294,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-17 19:33:34,2026-05-17 19:45:34,12,Success,268442,,,Incremental
REF-00295,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,User,2026-05-16 17:33:34,2026-05-16 17:55:34,22,Success,450512,,,Incremental
REF-00296,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-15 16:33:34,2026-05-15 17:08:34,35,Success,308750,,,Incremental
REF-00297,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-14 17:33:34,2026-05-14 18:27:34,54,Warning,0,SCHEMA_CHANGE,Capacity limit exceeded,Incremental
REF-00298,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-13 15:33:34,2026-05-13 15:40:34,7,Warning,0,AUTH_FAIL,Capacity limit exceeded,Incremental
REF-00299,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Manual,Schedule,2026-05-12 16:33:34,2026-05-12 16:40:34,7,Warning,0,AUTH_FAIL,Authentication failed for data source,Incremental
REF-00300,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,API,2026-05-11 14:33:34,2026-05-11 15:12:34,39,Success,774398,,,Full
REF-00301,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-10 14:33:34,2026-05-10 14:50:34,17,Success,1503589,,,Incremental
REF-00302,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-09 15:33:34,2026-05-09 15:57:34,24,Success,1851060,,,Incremental
REF-00303,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-08 14:33:34,2026-05-08 14:47:34,14,Success,1363819,,,Incremental
REF-00304,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-07 15:33:34,2026-05-07 15:48:34,15,Success,562043,,,Incremental
REF-00305,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-06 17:33:34,2026-05-06 18:16:34,43,Success,75419,,,Incremental
REF-00306,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,API,2026-05-05 18:33:34,2026-05-05 19:11:34,38,Success,556552,,,Incremental
REF-00307,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-04 19:33:34,2026-05-04 19:50:34,17,Success,1879480,,,Full
REF-00308,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-03 18:33:34,2026-05-03 18:41:34,8,Success,842118,,,Full
REF-00309,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-05-02 16:33:34,2026-05-02 17:24:34,51,Success,1088222,,,Incremental
REF-00310,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,User,2026-05-01 14:33:34,2026-05-01 14:45:34,12,Success,1553335,,,Full
REF-00311,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-30 13:33:34,2026-04-30 13:52:34,19,Success,784761,,,Incremental
REF-00312,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,API,2026-04-29 13:33:34,2026-04-29 14:05:34,32,Success,1858748,,,Incremental
REF-00313,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-28 11:33:34,2026-04-28 11:53:34,20,Success,1760854,,,Incremental
REF-00314,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-27 10:33:34,2026-04-27 10:59:34,26,Success,1242451,,,Incremental
REF-00315,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-26 09:33:34,2026-04-26 09:50:34,17,Success,1092910,,,Incremental
REF-00316,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Manual,Schedule,2026-04-25 08:33:34,2026-04-25 08:36:34,3,Success,1062428,,,Full
REF-00317,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-24 06:33:34,2026-04-24 06:49:34,16,Success,325076,,,Incremental
REF-00318,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-23 08:33:34,2026-04-23 09:02:34,29,Success,1711152,,,Incremental
REF-00319,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-22 07:33:34,2026-04-22 07:46:34,13,Success,1367400,,,Full
REF-00320,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,User,2026-04-21 05:33:34,2026-04-21 05:44:34,11,Success,1330241,,,Full
REF-00321,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,OnDemand,Schedule,2026-04-20 06:33:34,2026-04-20 06:47:34,14,Success,1093474,,,Incremental
REF-00322,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,User,2026-04-19 08:33:34,2026-04-19 09:22:34,49,Success,1397779,,,Full
REF-00323,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-18 06:33:34,2026-04-18 07:06:34,33,Success,367704,,,Full
REF-00324,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-17 04:33:34,2026-04-17 04:47:34,14,Success,1316969,,,Incremental
REF-00325,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-16 04:33:34,2026-04-16 05:14:34,41,Success,1248569,,,Full
REF-00326,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-15 06:33:34,2026-04-15 07:08:34,35,Success,1445223,,,Full
REF-00327,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Manual,Schedule,2026-04-14 05:33:34,2026-04-14 06:14:34,41,Success,91865,,,Incremental
REF-00328,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-13 07:33:34,2026-04-13 07:44:34,11,Success,1901599,,,Incremental
REF-00329,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-12 06:33:34,2026-04-12 06:59:34,26,Success,1844639,,,Full
REF-00330,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-11 05:33:34,2026-04-11 06:00:34,27,Success,745089,,,Incremental
REF-00331,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,User,2026-04-10 03:33:34,2026-04-10 03:52:34,19,Success,1010637,,,Full
REF-00332,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-09 01:33:34,2026-04-09 02:02:34,29,Success,550656,,,Incremental
REF-00333,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-07 23:33:34,2026-04-08 00:09:34,36,Success,25087,,,Incremental
REF-00334,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-06 22:33:34,2026-04-06 22:45:34,12,Success,903536,,,Incremental
REF-00335,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,OnDemand,Schedule,2026-04-05 21:33:34,2026-04-05 22:15:34,42,Success,587892,,,Full
REF-00336,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-04 19:33:34,2026-04-04 20:06:34,33,Success,384802,,,Full
REF-00337,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-03 19:33:34,2026-04-03 20:25:34,52,Success,1489529,,,Incremental
REF-00338,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-02 21:33:34,2026-04-02 22:04:34,31,Success,1652299,,,Full
REF-00339,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-04-01 20:33:34,2026-04-01 21:27:34,54,Success,1164642,,,Full
REF-00340,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-31 19:33:34,2026-03-31 19:36:34,3,Success,1696884,,,Incremental
REF-00341,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-30 18:33:34,2026-03-30 18:35:34,2,Failed,0,SCHEMA_CHANGE,Capacity limit exceeded,Incremental
REF-00342,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Manual,Schedule,2026-03-29 16:33:34,2026-03-29 17:14:34,41,Success,130508,,,Incremental
REF-00343,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-28 15:33:34,2026-03-28 16:27:34,54,Warning,0,SCHEMA_CHANGE,Authentication failed for data source,Incremental
REF-00344,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-27 13:33:34,2026-03-27 13:38:34,5,Success,764429,,,Full
REF-00345,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-26 13:33:34,2026-03-26 13:58:34,25,Success,1414383,,,Incremental
REF-00346,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-25 15:33:34,2026-03-25 16:11:34,38,Success,606626,,,Incremental
REF-00347,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-24 15:33:34,2026-03-24 15:53:34,20,Success,484576,,,Incremental
REF-00348,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-23 13:33:34,2026-03-23 14:02:34,29,Success,1071658,,,Full
REF-00349,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-22 15:33:34,2026-03-22 15:52:34,19,Success,1847342,,,Full
REF-00350,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-21 14:33:34,2026-03-21 15:12:34,39,Success,1024245,,,Incremental
REF-00351,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-20 13:33:34,2026-03-20 14:13:34,40,Success,1817793,,,Full
REF-00352,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,API,2026-03-19 14:33:34,2026-03-19 14:50:34,17,Success,1688060,,,Incremental
REF-00353,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-18 16:33:34,2026-03-18 16:52:34,19,Success,530633,,,Incremental
REF-00354,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,User,2026-03-17 16:33:34,2026-03-17 17:06:34,33,Success,668238,,,Full
REF-00355,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,User,2026-03-16 17:33:34,2026-03-16 17:48:34,15,Success,502539,,,Full
REF-00356,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-15 18:33:34,2026-03-15 19:15:34,42,Success,756643,,,Incremental
REF-00357,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-14 17:33:34,2026-03-14 18:24:34,51,Success,1807446,,,Incremental
REF-00358,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-13 15:33:34,2026-03-13 16:12:34,39,Success,1831940,,,Incremental
REF-00359,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-12 13:33:34,2026-03-12 13:50:34,17,Success,1583219,,,Incremental
REF-00360,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,User,2026-03-11 12:33:34,2026-03-11 12:38:34,5,Success,1063766,,,Incremental
REF-00361,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-10 11:33:34,2026-03-10 12:20:34,47,Success,1096754,,,Full
REF-00362,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,User,2026-03-09 12:33:34,2026-03-09 12:42:34,9,Success,692489,,,Full
REF-00363,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-08 12:33:34,2026-03-08 13:06:34,33,Success,1295730,,,Incremental
REF-00364,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Manual,Schedule,2026-03-07 11:33:34,2026-03-07 11:59:34,26,Success,775624,,,Full
REF-00365,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-06 12:33:34,2026-03-06 13:19:34,46,Success,489339,,,Incremental
REF-00366,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,API,2026-03-05 10:33:34,2026-03-05 11:00:34,27,Success,421174,,,Full
REF-00367,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,OnDemand,Schedule,2026-03-04 12:33:34,2026-03-04 13:07:34,34,Success,292007,,,Incremental
REF-00368,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-03 12:33:34,2026-03-03 12:55:34,22,Success,536330,,,Incremental
REF-00369,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-02 13:33:34,2026-03-02 13:37:34,4,Failed,0,SCHEMA_CHANGE,Connection timeout after 300s,Incremental
REF-00370,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-03-01 11:33:34,2026-03-01 11:52:34,19,Success,731714,,,Incremental
REF-00371,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-02-28 09:33:34,2026-02-28 10:12:34,39,Success,1372866,,,Incremental
REF-00372,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-02-27 09:33:34,2026-02-27 10:08:34,35,Success,1032348,,,Full
REF-00373,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Manual,Schedule,2026-02-26 07:33:34,2026-02-26 08:16:34,43,Success,313768,,,Incremental
REF-00374,DS-006,Supply Chain Dataset,WS-013,Michigan Auto - Supply Chain,Scheduled,Schedule,2026-02-25 06:33:34,2026-02-25 07:12:34,39,Success,858869,,,Full
REF-00375,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-25 16:33:34,2026-05-25 17:17:34,44,Success,621018,,,Incremental
REF-00376,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,API,2026-05-24 15:33:34,2026-05-24 15:59:34,26,Success,1578450,,,Incremental
REF-00377,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-23 16:33:34,2026-05-23 16:44:34,11,Success,1536249,,,Incremental
REF-00378,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,User,2026-05-22 18:33:34,2026-05-22 19:01:34,28,Success,226026,,,Incremental
REF-00379,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-21 20:33:34,2026-05-21 20:34:34,1,Failed,0,TIMEOUT,Capacity limit exceeded,Incremental
REF-00380,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-20 21:33:34,2026-05-20 21:54:34,21,Success,939374,,,Incremental
REF-00381,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Manual,Schedule,2026-05-19 23:33:34,2026-05-19 23:36:34,3,Failed,0,SCHEMA_CHANGE,Capacity limit exceeded,Incremental
REF-00382,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-19 00:33:34,2026-05-19 01:20:34,47,Success,1140968,,,Incremental
REF-00383,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,User,2026-05-17 22:33:34,2026-05-17 23:16:34,43,Success,1351187,,,Incremental
REF-00384,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-16 23:33:34,2026-05-17 00:04:34,31,Success,655646,,,Incremental
REF-00385,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-16 01:33:34,2026-05-16 02:24:34,51,Success,1788272,,,Incremental
REF-00386,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-15 00:33:34,2026-05-15 01:06:34,33,Success,638328,,,Full
REF-00387,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,User,2026-05-14 01:33:34,2026-05-14 02:11:34,38,Success,793588,,,Incremental
REF-00388,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-13 02:33:34,2026-05-13 03:23:34,50,Success,1364740,,,Full
REF-00389,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-12 01:33:34,2026-05-12 02:09:34,36,Success,1613353,,,Incremental
REF-00390,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-11 01:33:34,2026-05-11 02:23:34,50,Success,1125567,,,Incremental
REF-00391,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-10 02:33:34,2026-05-10 03:16:34,43,Success,964923,,,Incremental
REF-00392,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,OnDemand,Schedule,2026-05-09 03:33:34,2026-05-09 03:45:34,12,Success,114085,,,Incremental
REF-00393,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-08 03:33:34,2026-05-08 04:21:34,48,Success,929426,,,Full
REF-00394,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-07 02:33:34,2026-05-07 03:02:34,29,Success,663423,,,Incremental
REF-00395,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-06 04:33:34,2026-05-06 05:24:34,51,Success,316368,,,Full
REF-00396,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-05 03:33:34,2026-05-05 03:52:34,19,Success,1723898,,,Incremental
REF-00397,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-05-04 04:33:34,2026-05-04 05:04:34,31,Success,528336,,,Incremental
REF-00398,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,API,2026-05-03 06:33:34,2026-05-03 06:49:34,16,Success,1001587,,,Incremental
REF-00399,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Manual,Schedule,2026-05-02 07:33:34,2026-05-02 07:38:34,5,Success,1571800,,,Full
REF-00400,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,API,2026-05-01 07:33:34,2026-05-01 07:39:34,6,Success,1821221,,,Full
REF-00401,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-30 06:33:34,2026-04-30 06:46:34,13,Success,1675957,,,Incremental
REF-00402,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-29 08:33:34,2026-04-29 09:13:34,40,Success,1653066,,,Full
REF-00403,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-28 10:33:34,2026-04-28 11:07:34,34,Success,201682,,,Incremental
REF-00404,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-27 12:33:34,2026-04-27 12:45:34,12,Warning,0,TIMEOUT,Connection timeout after 300s,Incremental
REF-00405,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-26 12:33:34,2026-04-26 13:04:34,31,Success,1547608,,,Incremental
REF-00406,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-25 13:33:34,2026-04-25 13:38:34,5,Success,1027752,,,Incremental
REF-00407,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-24 12:33:34,2026-04-24 12:47:34,14,Success,1150054,,,Full
REF-00408,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-23 10:33:34,2026-04-23 11:11:34,38,Success,346264,,,Full
REF-00409,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-22 10:33:34,2026-04-22 11:05:34,32,Success,11509,,,Incremental
REF-00410,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-21 12:33:34,2026-04-21 12:59:34,26,Success,1637424,,,Full
REF-00411,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-20 10:33:34,2026-04-20 10:48:34,15,Success,1109053,,,Full
REF-00412,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-19 10:33:34,2026-04-19 11:17:34,44,Success,685333,,,Full
REF-00413,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-18 11:33:34,2026-04-18 11:38:34,5,Success,433790,,,Full
REF-00414,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-17 10:33:34,2026-04-17 11:09:34,36,Success,1318560,,,Incremental
REF-00415,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Manual,Schedule,2026-04-16 08:33:34,2026-04-16 08:36:34,3,Success,1960793,,,Incremental
REF-00416,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-15 10:33:34,2026-04-15 11:16:34,43,Success,137297,,,Incremental
REF-00417,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-14 10:33:34,2026-04-14 10:39:34,6,Success,1737304,,,Incremental
REF-00418,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-13 10:33:34,2026-04-13 11:09:34,36,Success,213673,,,Incremental
REF-00419,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-12 11:33:34,2026-04-12 11:51:34,18,Success,1205434,,,Incremental
REF-00420,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-11 10:33:34,2026-04-11 11:25:34,52,Success,1349292,,,Incremental
REF-00421,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-10 09:33:34,2026-04-10 09:46:34,13,Success,1671912,,,Incremental
REF-00422,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Manual,User,2026-04-09 10:33:34,2026-04-09 11:14:34,41,Success,939063,,,Incremental
REF-00423,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-08 10:33:34,2026-04-08 11:02:34,29,Success,1612610,,,Incremental
REF-00424,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,User,2026-04-07 11:33:34,2026-04-07 11:49:34,16,Success,796564,,,Full
REF-00425,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,API,2026-04-06 10:33:34,2026-04-06 11:01:34,28,Success,10410,,,Incremental
REF-00426,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-05 08:33:34,2026-04-05 08:34:34,1,Failed,0,SCHEMA_CHANGE,Connection timeout after 300s,Incremental
REF-00427,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-04 08:33:34,2026-04-04 09:08:34,35,Success,1176694,,,Full
REF-00428,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-03 07:33:34,2026-04-03 07:44:34,11,Success,565720,,,Full
REF-00429,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-02 07:33:34,2026-04-02 07:35:34,2,Failed,0,SCHEMA_CHANGE,Connection timeout after 300s,Incremental
REF-00430,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-04-01 05:33:34,2026-04-01 05:42:34,9,Success,1258290,,,Incremental
REF-00431,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-31 04:33:34,2026-03-31 05:25:34,52,Success,711265,,,Incremental
REF-00432,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-30 06:33:34,2026-03-30 06:50:34,17,Success,1577995,,,Full
REF-00433,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-29 05:33:34,2026-03-29 05:38:34,5,Warning,0,TIMEOUT,Authentication failed for data source,Full
REF-00434,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-28 04:33:34,2026-03-28 05:24:34,51,Success,1258082,,,Incremental
REF-00435,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-27 03:33:34,2026-03-27 03:34:34,1,Failed,0,AUTH_FAIL,Connection timeout after 300s,Incremental
REF-00436,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-26 02:33:34,2026-03-26 02:44:34,11,Success,1608098,,,Incremental
REF-00437,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-25 00:33:34,2026-03-25 01:15:34,42,Success,1552807,,,Full
REF-00438,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-23 23:33:34,2026-03-24 00:12:34,39,Success,197893,,,Incremental
REF-00439,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-23 00:33:34,2026-03-23 01:14:34,41,Success,1384494,,,Incremental
REF-00440,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-21 22:33:34,2026-03-21 23:27:34,54,Success,937381,,,Incremental
REF-00441,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,User,2026-03-20 23:33:34,2026-03-20 23:59:34,26,Success,337137,,,Full
REF-00442,DS-007,Energy Dataset,WS-001,Michigan Auto - Production,Scheduled,Schedule,2026-03-20 01:33:34,2026-03-20 02:15:34,42,Success,1953493,,,Full
