transaction_id,period,cost_centre_id,cost_centre_name,gl_account_id,gl_account_name,plant,budget_amount_usd,actual_amount_usd,variance_amount_usd,variance_pct,posted_by,posted_date,approved_by,journal_reference,is_accrual,fiscal_year,fiscal_quarter
FAR-003505,2024-08,CC-3001,Finance & Admin,GL-6001,Maintenance Parts,Flint Plant,191303.59,226722.72,35419.13,18.51,analyst2@michiganauto.com,2025-10-07,ops.lead@michiganauto.com,JNL-307858,True,2024,Q2
FAR-003506,2024-07,CC-1005,Quality Control,GL-5002,Consumables,Lansing Plant,35982.79,42484.26,6501.47,18.07,analyst2@michiganauto.com,2025-05-28,maint.mgr@michiganauto.com,JNL-812985,False,2024,Q3
FAR-003507,2024-09,CC-1002,Welding Dept,GL-5002,Consumables,Detroit Plant,33003.67,35422.29,2418.62,7.33,exec.admin@michiganauto.com,2026-04-03,john.smith@michiganauto.com,JNL-902210,False,2024,Q3
FAR-003508,2024-02,CC-1002,Welding Dept,GL-5002,Consumables,Flint Plant,35547.68,48500.77,12953.09,36.44,analyst1@michiganauto.com,2026-02-26,ds.lead@michiganauto.com,JNL-410894,True,2024,Q3
FAR-003509,2024-04,CC-3001,Finance & Admin,GL-7001,Overhead Allocation,Flint Plant,218334.37,188035.04,-30299.33,-13.88,exec.admin@michiganauto.com,2025-06-12,maint.mgr@michiganauto.com,JNL-323624,False,2024,Q3
FAR-003510,2024-02,CC-3001,Finance & Admin,GL-5001,Raw Materials,Detroit Plant,185013.42,182665.6,-2347.82,-1.27,exec.admin@michiganauto.com,2025-06-05,maint.mgr@michiganauto.com,JNL-630785,False,2024,Q4
FAR-003511,2024-04,CC-1002,Welding Dept,GL-5001,Raw Materials,Flint Plant,195641.67,233572.21,37930.54,19.39,analyst1@michiganauto.com,2026-01-15,john.smith@michiganauto.com,JNL-753706,False,2024,Q3
FAR-003512,2024-11,CC-1004,Assembly Dept,GL-5003,Tooling,Lansing Plant,232519.9,308513.17,75993.27,32.68,analyst1@michiganauto.com,2025-12-03,ds.lead@michiganauto.com,JNL-405587,False,2024,Q2
FAR-003513,2024-01,CC-3001,Finance & Admin,GL-5001,Raw Materials,Detroit Plant,5305.75,4130.41,-1175.34,-22.15,finance@michiganauto.com,2025-11-05,ops.lead@michiganauto.com,JNL-802753,False,2024,Q2
FAR-003514,2024-12,CC-3002,IT Operations,GL-6002,External Repairs,Detroit Plant,17331.72,22019.57,4687.85,27.05,analyst1@michiganauto.com,2026-03-18,ops.lead@michiganauto.com,JNL-469670,False,2024,Q1
FAR-003515,2024-02,CC-1003,Paint Shop,GL-5004,Energy,Lansing Plant,35196.84,27403.73,-7793.11,-22.14,analyst1@michiganauto.com,2025-10-30,ops.lead@michiganauto.com,JNL-909237,False,2024,Q2
FAR-003516,2024-12,CC-2001,Maintenance Eng,GL-6001,Maintenance Parts,Detroit Plant,6335.85,8363.72,2027.87,32.01,exec.admin@michiganauto.com,2025-06-03,ds.lead@michiganauto.com,JNL-661727,False,2024,Q1
FAR-003517,2024-06,CC-2002,Tooling & Fixtures,GL-4001,Direct Labour,Lansing Plant,74749.17,92021.05,17271.88,23.11,analyst1@michiganauto.com,2025-12-18,ops.lead@michiganauto.com,JNL-702852,False,2024,Q1
FAR-003518,2024-08,CC-2002,Tooling & Fixtures,GL-4001,Direct Labour,Flint Plant,33707.04,32977.47,-729.57,-2.16,analyst2@michiganauto.com,2025-08-14,john.smith@michiganauto.com,JNL-259239,True,2024,Q4
FAR-003519,2024-07,CC-3002,IT Operations,GL-6001,Maintenance Parts,Flint Plant,36621.86,23909.78,-12712.08,-34.71,analyst1@michiganauto.com,2025-08-03,john.smith@michiganauto.com,JNL-372564,False,2024,Q3
FAR-003520,2024-12,CC-1002,Welding Dept,GL-6001,Maintenance Parts,Flint Plant,169096.94,131651.47,-37445.47,-22.14,analyst2@michiganauto.com,2025-06-17,john.smith@michiganauto.com,JNL-784915,False,2024,Q1
FAR-003521,2024-04,CC-1004,Assembly Dept,GL-5003,Tooling,Detroit Plant,18116.09,19759.31,1643.22,9.07,analyst1@michiganauto.com,2025-08-18,maint.mgr@michiganauto.com,JNL-504578,False,2024,Q4
FAR-003522,2024-03,CC-2002,Tooling & Fixtures,GL-5004,Energy,Detroit Plant,206911.26,213669.69,6758.43,3.27,analyst1@michiganauto.com,2025-12-17,maint.mgr@michiganauto.com,JNL-104398,False,2024,Q3
FAR-003523,2024-06,CC-1004,Assembly Dept,GL-6002,External Repairs,Detroit Plant,211636.38,287291.98,75655.6,35.75,analyst2@michiganauto.com,2025-10-09,maint.mgr@michiganauto.com,JNL-742263,False,2024,Q2
FAR-003524,2024-05,CC-1005,Quality Control,GL-6002,External Repairs,Detroit Plant,65091.39,80089.83,14998.44,23.04,exec.admin@michiganauto.com,2026-03-20,maint.mgr@michiganauto.com,JNL-665056,False,2024,Q2
FAR-003525,2024-08,CC-2003,HSE & Compliance,GL-7001,Overhead Allocation,Flint Plant,226992.13,139552.51,-87439.62,-38.52,exec.admin@michiganauto.com,2025-06-08,ds.lead@michiganauto.com,JNL-884390,False,2024,Q3
FAR-003526,2024-10,CC-1005,Quality Control,GL-5004,Energy,Flint Plant,213139.73,232415.2,19275.47,9.04,analyst1@michiganauto.com,2025-06-08,ds.lead@michiganauto.com,JNL-149281,True,2024,Q2
FAR-003527,2024-12,CC-2002,Tooling & Fixtures,GL-5001,Raw Materials,Lansing Plant,174414.1,222613.04,48198.94,27.63,analyst1@michiganauto.com,2025-12-15,ds.lead@michiganauto.com,JNL-870014,True,2024,Q2
FAR-003528,2024-10,CC-3002,IT Operations,GL-5002,Consumables,Detroit Plant,14328.98,11894.72,-2434.26,-16.99,analyst1@michiganauto.com,2025-12-26,john.smith@michiganauto.com,JNL-392954,True,2024,Q2
FAR-003529,2024-02,CC-3002,IT Operations,GL-6002,External Repairs,Detroit Plant,67832.92,80377.14,12544.22,18.49,analyst2@michiganauto.com,2025-09-03,john.smith@michiganauto.com,JNL-139336,False,2024,Q2
FAR-003530,2024-05,CC-2002,Tooling & Fixtures,GL-5002,Consumables,Lansing Plant,99136.27,106465.1,7328.83,7.39,finance@michiganauto.com,2025-11-30,john.smith@michiganauto.com,JNL-553767,True,2024,Q1
FAR-003531,2024-10,CC-1005,Quality Control,GL-5002,Consumables,Detroit Plant,154795.87,226185.47,71389.6,46.12,finance@michiganauto.com,2026-02-13,ops.lead@michiganauto.com,JNL-290058,True,2024,Q2
FAR-003532,2024-04,CC-2002,Tooling & Fixtures,GL-4003,Contractor Cost,Detroit Plant,123183.06,177240.69,54057.63,43.88,finance@michiganauto.com,2025-10-05,ds.lead@michiganauto.com,JNL-659519,False,2024,Q2
FAR-003533,2024-01,CC-3001,Finance & Admin,GL-4001,Direct Labour,Lansing Plant,105017.66,149271.55,44253.89,42.14,exec.admin@michiganauto.com,2026-03-15,john.smith@michiganauto.com,JNL-393859,False,2024,Q2
FAR-003534,2024-07,CC-3001,Finance & Admin,GL-7001,Overhead Allocation,Lansing Plant,77248.66,83027.65,5778.99,7.48,analyst1@michiganauto.com,2025-11-13,ds.lead@michiganauto.com,JNL-425932,False,2024,Q4
FAR-003535,2024-06,CC-1003,Paint Shop,GL-6001,Maintenance Parts,Flint Plant,193824.39,222839.12,29014.73,14.97,finance@michiganauto.com,2025-08-29,john.smith@michiganauto.com,JNL-345290,True,2024,Q2
FAR-003536,2024-10,CC-3002,IT Operations,GL-4002,Indirect Labour,Lansing Plant,130609.18,81175.5,-49433.68,-37.85,analyst1@michiganauto.com,2025-08-30,maint.mgr@michiganauto.com,JNL-820431,True,2024,Q4
FAR-003537,2024-04,CC-2002,Tooling & Fixtures,GL-5004,Energy,Detroit Plant,185076.69,152797.41,-32279.28,-17.44,analyst1@michiganauto.com,2025-06-03,ops.lead@michiganauto.com,JNL-552885,False,2024,Q4
FAR-003538,2024-01,CC-2002,Tooling & Fixtures,GL-5004,Energy,Flint Plant,52031.41,70617.17,18585.76,35.72,analyst2@michiganauto.com,2026-02-12,john.smith@michiganauto.com,JNL-653518,True,2024,Q3
FAR-003539,2024-02,CC-2001,Maintenance Eng,GL-7001,Overhead Allocation,Detroit Plant,36070.7,43207.48,7136.78,19.79,exec.admin@michiganauto.com,2026-03-09,ops.lead@michiganauto.com,JNL-783060,True,2024,Q3
FAR-003540,2024-07,CC-2001,Maintenance Eng,GL-7001,Overhead Allocation,Flint Plant,79138.18,111907.93,32769.75,41.41,finance@michiganauto.com,2026-02-22,ds.lead@michiganauto.com,JNL-202680,False,2024,Q1
FAR-003541,2024-10,CC-1005,Quality Control,GL-5002,Consumables,Lansing Plant,215412.68,139636.01,-75776.67,-35.18,analyst2@michiganauto.com,2025-10-18,john.smith@michiganauto.com,JNL-860514,False,2024,Q2
FAR-003542,2024-02,CC-1005,Quality Control,GL-4001,Direct Labour,Lansing Plant,111419.98,121538.51,10118.53,9.08,analyst2@michiganauto.com,2025-11-18,maint.mgr@michiganauto.com,JNL-977801,False,2024,Q4
FAR-003543,2024-04,CC-1002,Welding Dept,GL-7001,Overhead Allocation,Flint Plant,100102.31,109827.39,9725.08,9.72,finance@michiganauto.com,2026-02-20,ds.lead@michiganauto.com,JNL-573198,False,2024,Q3
FAR-003544,2024-01,CC-1005,Quality Control,GL-5002,Consumables,Detroit Plant,53338.17,37517.15,-15821.02,-29.66,finance@michiganauto.com,2025-12-11,maint.mgr@michiganauto.com,JNL-834382,False,2024,Q1
FAR-003545,2024-11,CC-1003,Paint Shop,GL-6001,Maintenance Parts,Detroit Plant,230305.74,184508.81,-45796.93,-19.89,analyst1@michiganauto.com,2025-09-02,ds.lead@michiganauto.com,JNL-840647,False,2024,Q4
FAR-003546,2024-01,CC-1002,Welding Dept,GL-4003,Contractor Cost,Detroit Plant,73069.93,72874.39,-195.54,-0.27,exec.admin@michiganauto.com,2026-05-02,ds.lead@michiganauto.com,JNL-405011,False,2024,Q1
FAR-003547,2024-07,CC-1004,Assembly Dept,GL-5004,Energy,Flint Plant,162900.37,227415.11,64514.74,39.6,analyst1@michiganauto.com,2025-07-29,ops.lead@michiganauto.com,JNL-975150,False,2024,Q4
FAR-003548,2024-01,CC-3002,IT Operations,GL-6002,External Repairs,Detroit Plant,13776.98,18301.9,4524.92,32.84,exec.admin@michiganauto.com,2025-08-18,ops.lead@michiganauto.com,JNL-367957,False,2024,Q3
FAR-003549,2024-03,CC-1002,Welding Dept,GL-5002,Consumables,Detroit Plant,201618.48,269017.4,67398.92,33.43,exec.admin@michiganauto.com,2026-02-24,ds.lead@michiganauto.com,JNL-467869,False,2024,Q2
FAR-003550,2024-07,CC-2002,Tooling & Fixtures,GL-6002,External Repairs,Lansing Plant,17763.61,16400.04,-1363.57,-7.68,analyst1@michiganauto.com,2025-08-20,ds.lead@michiganauto.com,JNL-405123,False,2024,Q4
FAR-003551,2024-12,CC-1001,Stamping Dept,GL-5003,Tooling,Flint Plant,204274.13,158182.04,-46092.09,-22.56,analyst2@michiganauto.com,2025-08-26,ops.lead@michiganauto.com,JNL-665311,False,2024,Q1
FAR-003552,2024-05,CC-1003,Paint Shop,GL-6001,Maintenance Parts,Lansing Plant,98005.77,96638.13,-1367.64,-1.4,exec.admin@michiganauto.com,2026-05-14,john.smith@michiganauto.com,JNL-564836,False,2024,Q1
FAR-003553,2024-01,CC-1004,Assembly Dept,GL-4002,Indirect Labour,Detroit Plant,219548.99,177598.6,-41950.39,-19.11,finance@michiganauto.com,2025-09-28,maint.mgr@michiganauto.com,JNL-184364,True,2024,Q3
FAR-003554,2024-09,CC-3001,Finance & Admin,GL-6002,External Repairs,Flint Plant,66742.56,55099.32,-11643.24,-17.45,analyst2@michiganauto.com,2025-07-30,ds.lead@michiganauto.com,JNL-219344,False,2024,Q3
FAR-003555,2024-06,CC-1001,Stamping Dept,GL-5002,Consumables,Flint Plant,91245.17,136171.15,44925.98,49.24,analyst1@michiganauto.com,2025-09-28,ops.lead@michiganauto.com,JNL-992414,False,2024,Q3
FAR-003556,2024-02,CC-2003,HSE & Compliance,GL-5002,Consumables,Lansing Plant,92944.13,74295.37,-18648.76,-20.06,exec.admin@michiganauto.com,2026-03-10,john.smith@michiganauto.com,JNL-360568,False,2024,Q1
FAR-003557,2024-10,CC-2003,HSE & Compliance,GL-5001,Raw Materials,Detroit Plant,161095.21,101910.49,-59184.72,-36.74,analyst1@michiganauto.com,2026-03-12,ops.lead@michiganauto.com,JNL-146175,True,2024,Q3
FAR-003558,2024-11,CC-2002,Tooling & Fixtures,GL-6002,External Repairs,Detroit Plant,39241.26,25549.09,-13692.17,-34.89,finance@michiganauto.com,2026-02-17,ds.lead@michiganauto.com,JNL-758206,False,2024,Q1
FAR-003559,2024-02,CC-3001,Finance & Admin,GL-4002,Indirect Labour,Flint Plant,52326.65,43259.45,-9067.2,-17.33,analyst2@michiganauto.com,2026-05-22,john.smith@michiganauto.com,JNL-590165,False,2024,Q2
FAR-003560,2024-12,CC-1001,Stamping Dept,GL-4003,Contractor Cost,Detroit Plant,204720.0,249717.58,44997.58,21.98,exec.admin@michiganauto.com,2025-06-13,ops.lead@michiganauto.com,JNL-911516,False,2024,Q1
FAR-003561,2024-04,CC-2002,Tooling & Fixtures,GL-4002,Indirect Labour,Lansing Plant,72947.58,75037.17,2089.59,2.86,analyst2@michiganauto.com,2026-04-02,ops.lead@michiganauto.com,JNL-744263,False,2024,Q3
FAR-003562,2024-09,CC-2001,Maintenance Eng,GL-6001,Maintenance Parts,Flint Plant,92249.58,92440.21,190.63,0.21,exec.admin@michiganauto.com,2025-08-15,ops.lead@michiganauto.com,JNL-772708,False,2024,Q1
FAR-003563,2024-12,CC-2003,HSE & Compliance,GL-4003,Contractor Cost,Lansing Plant,187338.99,275267.98,87928.99,46.94,analyst2@michiganauto.com,2026-05-01,ops.lead@michiganauto.com,JNL-617747,True,2024,Q3
FAR-003564,2024-04,CC-3002,IT Operations,GL-6001,Maintenance Parts,Lansing Plant,77250.27,94788.35,17538.08,22.7,finance@michiganauto.com,2025-12-26,ds.lead@michiganauto.com,JNL-569270,False,2024,Q2
FAR-003565,2024-01,CC-3001,Finance & Admin,GL-4002,Indirect Labour,Flint Plant,137180.63,154542.94,17362.31,12.66,finance@michiganauto.com,2026-05-15,ops.lead@michiganauto.com,JNL-118520,False,2024,Q4
FAR-003566,2024-01,CC-1004,Assembly Dept,GL-6002,External Repairs,Lansing Plant,141647.88,102712.95,-38934.93,-27.49,analyst1@michiganauto.com,2025-08-01,ops.lead@michiganauto.com,JNL-371536,False,2024,Q4
FAR-003567,2024-08,CC-1001,Stamping Dept,GL-5003,Tooling,Detroit Plant,192342.67,253591.83,61249.16,31.84,exec.admin@michiganauto.com,2026-04-20,ds.lead@michiganauto.com,JNL-491664,False,2024,Q3
FAR-003568,2024-01,CC-3001,Finance & Admin,GL-4002,Indirect Labour,Flint Plant,15981.36,10316.04,-5665.32,-35.45,analyst2@michiganauto.com,2025-11-24,ops.lead@michiganauto.com,JNL-789580,False,2024,Q1
FAR-003569,2024-08,CC-3001,Finance & Admin,GL-5003,Tooling,Lansing Plant,12916.35,18477.18,5560.83,43.05,finance@michiganauto.com,2026-04-15,maint.mgr@michiganauto.com,JNL-840410,False,2024,Q2
FAR-003570,2024-11,CC-1005,Quality Control,GL-6001,Maintenance Parts,Lansing Plant,28757.57,20519.75,-8237.82,-28.65,finance@michiganauto.com,2025-09-10,ds.lead@michiganauto.com,JNL-886195,False,2024,Q1
FAR-003571,2024-03,CC-1003,Paint Shop,GL-5003,Tooling,Lansing Plant,156126.41,172379.25,16252.84,10.41,exec.admin@michiganauto.com,2025-09-17,ds.lead@michiganauto.com,JNL-681822,False,2024,Q1
FAR-003572,2024-11,CC-1002,Welding Dept,GL-7001,Overhead Allocation,Flint Plant,137529.7,193809.36,56279.66,40.92,analyst2@michiganauto.com,2025-06-03,john.smith@michiganauto.com,JNL-126217,False,2024,Q2
FAR-003573,2024-02,CC-2003,HSE & Compliance,GL-5003,Tooling,Flint Plant,186294.63,151645.45,-34649.18,-18.6,finance@michiganauto.com,2026-04-11,ds.lead@michiganauto.com,JNL-713055,False,2024,Q3
FAR-003574,2024-02,CC-1001,Stamping Dept,GL-7001,Overhead Allocation,Detroit Plant,47737.42,56948.53,9211.11,19.3,finance@michiganauto.com,2025-06-17,john.smith@michiganauto.com,JNL-295303,False,2024,Q3
FAR-003575,2024-05,CC-3002,IT Operations,GL-7001,Overhead Allocation,Lansing Plant,155925.23,181016.39,25091.16,16.09,finance@michiganauto.com,2026-05-23,ops.lead@michiganauto.com,JNL-450400,False,2024,Q2
FAR-003576,2024-12,CC-1005,Quality Control,GL-6002,External Repairs,Flint Plant,154804.92,219207.91,64402.99,41.6,exec.admin@michiganauto.com,2026-04-29,maint.mgr@michiganauto.com,JNL-892997,False,2024,Q1
FAR-003577,2024-12,CC-2001,Maintenance Eng,GL-5002,Consumables,Flint Plant,240029.37,192006.73,-48022.64,-20.01,analyst1@michiganauto.com,2025-07-25,maint.mgr@michiganauto.com,JNL-573147,False,2024,Q4
FAR-003578,2024-11,CC-3001,Finance & Admin,GL-4003,Contractor Cost,Lansing Plant,211900.74,314823.65,102922.91,48.57,analyst2@michiganauto.com,2025-07-02,maint.mgr@michiganauto.com,JNL-281250,False,2024,Q2
FAR-003579,2024-01,CC-1002,Welding Dept,GL-5002,Consumables,Lansing Plant,13652.28,14334.27,681.99,5.0,exec.admin@michiganauto.com,2025-12-29,maint.mgr@michiganauto.com,JNL-976355,False,2024,Q1
FAR-003580,2024-10,CC-1005,Quality Control,GL-4002,Indirect Labour,Lansing Plant,90752.69,80670.89,-10081.8,-11.11,analyst2@michiganauto.com,2025-09-11,john.smith@michiganauto.com,JNL-461553,False,2024,Q2
FAR-003581,2024-04,CC-2002,Tooling & Fixtures,GL-4003,Contractor Cost,Detroit Plant,145714.47,208704.28,62989.81,43.23,finance@michiganauto.com,2025-10-14,ops.lead@michiganauto.com,JNL-567335,False,2024,Q3
FAR-003582,2024-01,CC-1002,Welding Dept,GL-7001,Overhead Allocation,Detroit Plant,61736.85,86154.69,24417.84,39.55,analyst1@michiganauto.com,2025-06-18,maint.mgr@michiganauto.com,JNL-271435,False,2024,Q1
FAR-003583,2024-08,CC-2002,Tooling & Fixtures,GL-4003,Contractor Cost,Detroit Plant,27369.21,36773.46,9404.25,34.36,analyst2@michiganauto.com,2025-06-20,ds.lead@michiganauto.com,JNL-705561,False,2024,Q2
FAR-003584,2024-07,CC-1002,Welding Dept,GL-5001,Raw Materials,Flint Plant,164411.61,180761.37,16349.76,9.94,exec.admin@michiganauto.com,2025-11-14,john.smith@michiganauto.com,JNL-945019,False,2024,Q1
FAR-003585,2024-03,CC-2003,HSE & Compliance,GL-4003,Contractor Cost,Lansing Plant,15696.95,17520.05,1823.1,11.61,analyst2@michiganauto.com,2026-04-12,ds.lead@michiganauto.com,JNL-277666,False,2024,Q3
FAR-003586,2024-03,CC-1003,Paint Shop,GL-4003,Contractor Cost,Lansing Plant,227142.41,325004.22,97861.81,43.08,finance@michiganauto.com,2025-10-28,ds.lead@michiganauto.com,JNL-988653,False,2024,Q4
FAR-003587,2024-03,CC-3002,IT Operations,GL-7001,Overhead Allocation,Detroit Plant,136269.11,198242.03,61972.92,45.48,analyst1@michiganauto.com,2025-12-27,ops.lead@michiganauto.com,JNL-806937,False,2024,Q4
FAR-003588,2024-10,CC-2001,Maintenance Eng,GL-4003,Contractor Cost,Flint Plant,59806.1,69103.15,9297.05,15.55,finance@michiganauto.com,2025-08-02,ds.lead@michiganauto.com,JNL-156333,False,2024,Q2
FAR-003589,2024-03,CC-3002,IT Operations,GL-7001,Overhead Allocation,Flint Plant,91896.23,126420.87,34524.64,37.57,finance@michiganauto.com,2026-05-11,maint.mgr@michiganauto.com,JNL-673074,False,2024,Q3
FAR-003590,2024-10,CC-1002,Welding Dept,GL-4003,Contractor Cost,Flint Plant,113485.55,97284.52,-16201.03,-14.28,exec.admin@michiganauto.com,2025-06-12,ops.lead@michiganauto.com,JNL-793182,True,2024,Q2
FAR-003591,2024-04,CC-1004,Assembly Dept,GL-5003,Tooling,Detroit Plant,223636.84,276799.12,53162.28,23.77,analyst2@michiganauto.com,2025-09-14,ds.lead@michiganauto.com,JNL-303998,False,2024,Q3
FAR-003592,2024-10,CC-2003,HSE & Compliance,GL-5001,Raw Materials,Detroit Plant,90232.69,75123.63,-15109.06,-16.74,analyst2@michiganauto.com,2025-11-01,ds.lead@michiganauto.com,JNL-461871,False,2024,Q3
FAR-003593,2024-06,CC-3001,Finance & Admin,GL-6001,Maintenance Parts,Flint Plant,158891.45,190786.48,31895.03,20.07,exec.admin@michiganauto.com,2025-08-14,maint.mgr@michiganauto.com,JNL-815842,False,2024,Q4
FAR-003594,2024-03,CC-3001,Finance & Admin,GL-4001,Direct Labour,Detroit Plant,49443.3,35332.79,-14110.51,-28.54,analyst1@michiganauto.com,2026-04-29,maint.mgr@michiganauto.com,JNL-981862,False,2024,Q4
FAR-003595,2024-04,CC-2001,Maintenance Eng,GL-5001,Raw Materials,Detroit Plant,18376.95,13519.57,-4857.38,-26.43,analyst2@michiganauto.com,2026-04-06,maint.mgr@michiganauto.com,JNL-866565,False,2024,Q1
FAR-003596,2024-06,CC-1001,Stamping Dept,GL-4003,Contractor Cost,Lansing Plant,163271.65,154305.09,-8966.56,-5.49,analyst2@michiganauto.com,2025-10-13,john.smith@michiganauto.com,JNL-905018,False,2024,Q4
FAR-003597,2024-09,CC-3001,Finance & Admin,GL-5004,Energy,Detroit Plant,229254.52,168489.03,-60765.49,-26.51,analyst2@michiganauto.com,2026-02-17,maint.mgr@michiganauto.com,JNL-225236,False,2024,Q2
FAR-003598,2024-01,CC-1005,Quality Control,GL-4001,Direct Labour,Detroit Plant,113224.71,168644.79,55420.08,48.95,analyst2@michiganauto.com,2026-01-31,ops.lead@michiganauto.com,JNL-601968,True,2024,Q4
FAR-003599,2024-06,CC-1001,Stamping Dept,GL-4003,Contractor Cost,Lansing Plant,121161.6,154025.76,32864.16,27.12,finance@michiganauto.com,2025-10-31,ops.lead@michiganauto.com,JNL-386465,False,2024,Q2
FAR-003600,2024-03,CC-1001,Stamping Dept,GL-4003,Contractor Cost,Detroit Plant,230756.34,221438.54,-9317.8,-4.04,exec.admin@michiganauto.com,2025-12-04,john.smith@michiganauto.com,JNL-628712,False,2024,Q1
FAR-003601,2024-04,CC-1002,Welding Dept,GL-5002,Consumables,Detroit Plant,101520.37,74790.89,-26729.48,-26.33,exec.admin@michiganauto.com,2026-03-27,john.smith@michiganauto.com,JNL-938224,False,2024,Q1
FAR-003602,2024-02,CC-1001,Stamping Dept,GL-4002,Indirect Labour,Lansing Plant,107823.04,126539.18,18716.14,17.36,exec.admin@michiganauto.com,2026-04-16,ops.lead@michiganauto.com,JNL-609289,False,2024,Q3
FAR-003603,2024-09,CC-1005,Quality Control,GL-7001,Overhead Allocation,Lansing Plant,5437.44,5939.73,502.29,9.24,exec.admin@michiganauto.com,2025-11-05,maint.mgr@michiganauto.com,JNL-508540,True,2024,Q3
FAR-003604,2024-02,CC-1005,Quality Control,GL-4003,Contractor Cost,Lansing Plant,47404.44,44863.11,-2541.33,-5.36,analyst2@michiganauto.com,2026-05-07,ds.lead@michiganauto.com,JNL-246558,False,2024,Q3
FAR-003605,2024-04,CC-1003,Paint Shop,GL-5004,Energy,Detroit Plant,219447.83,215750.99,-3696.84,-1.68,analyst2@michiganauto.com,2025-12-19,maint.mgr@michiganauto.com,JNL-616576,False,2024,Q1
FAR-003606,2024-04,CC-1002,Welding Dept,GL-5004,Energy,Flint Plant,224470.99,170239.31,-54231.68,-24.16,analyst2@michiganauto.com,2026-01-30,ds.lead@michiganauto.com,JNL-667952,False,2024,Q4
FAR-003607,2024-04,CC-1003,Paint Shop,GL-6002,External Repairs,Lansing Plant,197306.62,119420.73,-77885.89,-39.47,finance@michiganauto.com,2026-05-10,john.smith@michiganauto.com,JNL-215215,False,2024,Q1
FAR-003608,2024-06,CC-1003,Paint Shop,GL-4001,Direct Labour,Lansing Plant,81442.37,69700.36,-11742.01,-14.42,analyst2@michiganauto.com,2025-08-04,john.smith@michiganauto.com,JNL-457877,False,2024,Q1
FAR-003609,2024-09,CC-1003,Paint Shop,GL-6002,External Repairs,Flint Plant,102538.31,85501.46,-17036.85,-16.62,finance@michiganauto.com,2025-06-24,ops.lead@michiganauto.com,JNL-848645,False,2024,Q3
FAR-003610,2024-08,CC-1003,Paint Shop,GL-4003,Contractor Cost,Lansing Plant,46912.78,48141.68,1228.9,2.62,exec.admin@michiganauto.com,2025-11-10,ds.lead@michiganauto.com,JNL-182510,False,2024,Q3
FAR-003611,2024-07,CC-1002,Welding Dept,GL-4001,Direct Labour,Lansing Plant,70024.81,69923.32,-101.49,-0.14,finance@michiganauto.com,2025-12-06,ops.lead@michiganauto.com,JNL-201987,False,2024,Q2
FAR-003612,2024-08,CC-1005,Quality Control,GL-5003,Tooling,Detroit Plant,195215.88,243018.87,47802.99,24.49,finance@michiganauto.com,2025-07-11,ds.lead@michiganauto.com,JNL-119600,False,2024,Q3
FAR-003613,2024-08,CC-1002,Welding Dept,GL-5002,Consumables,Lansing Plant,11877.07,14214.89,2337.82,19.68,finance@michiganauto.com,2026-02-20,ops.lead@michiganauto.com,JNL-801141,False,2024,Q3
FAR-003614,2024-04,CC-1004,Assembly Dept,GL-4003,Contractor Cost,Detroit Plant,174270.38,112735.37,-61535.01,-35.31,analyst1@michiganauto.com,2025-09-23,ops.lead@michiganauto.com,JNL-592352,True,2024,Q1
FAR-003615,2024-09,CC-3002,IT Operations,GL-6002,External Repairs,Lansing Plant,200843.95,227581.86,26737.91,13.31,analyst2@michiganauto.com,2025-11-10,ds.lead@michiganauto.com,JNL-844788,False,2024,Q4
FAR-003616,2024-09,CC-1003,Paint Shop,GL-6002,External Repairs,Detroit Plant,9032.95,9315.35,282.4,3.13,analyst1@michiganauto.com,2025-07-05,ds.lead@michiganauto.com,JNL-497930,False,2024,Q1
FAR-003617,2024-11,CC-3002,IT Operations,GL-5001,Raw Materials,Detroit Plant,62140.24,43984.3,-18155.94,-29.22,finance@michiganauto.com,2025-08-13,maint.mgr@michiganauto.com,JNL-537980,False,2024,Q3
FAR-003618,2024-02,CC-1003,Paint Shop,GL-7001,Overhead Allocation,Lansing Plant,133656.14,136096.76,2440.62,1.83,analyst2@michiganauto.com,2025-09-04,ops.lead@michiganauto.com,JNL-456237,True,2024,Q3
FAR-003619,2024-09,CC-2002,Tooling & Fixtures,GL-4001,Direct Labour,Flint Plant,230233.93,148940.87,-81293.06,-35.31,finance@michiganauto.com,2025-12-26,john.smith@michiganauto.com,JNL-330893,False,2024,Q4
FAR-003620,2024-09,CC-1004,Assembly Dept,GL-5004,Energy,Detroit Plant,223077.71,223718.0,640.29,0.29,finance@michiganauto.com,2025-09-29,ops.lead@michiganauto.com,JNL-908606,False,2024,Q3
FAR-003621,2024-04,CC-1005,Quality Control,GL-5003,Tooling,Detroit Plant,162793.31,164464.04,1670.73,1.03,exec.admin@michiganauto.com,2025-10-16,ds.lead@michiganauto.com,JNL-154332,False,2024,Q2
FAR-003622,2024-12,CC-3002,IT Operations,GL-4002,Indirect Labour,Flint Plant,43572.72,49474.95,5902.23,13.55,analyst2@michiganauto.com,2026-03-18,ops.lead@michiganauto.com,JNL-639818,False,2024,Q2
FAR-003623,2024-01,CC-3001,Finance & Admin,GL-6001,Maintenance Parts,Flint Plant,142058.39,116183.96,-25874.43,-18.21,exec.admin@michiganauto.com,2025-06-02,ds.lead@michiganauto.com,JNL-405560,False,2024,Q3
