kpi_id,date,shift,machine_id,machine_name,plant,planned_minutes,run_time_minutes,downtime_minutes,availability_pct,performance_pct,quality_pct,oee_pct,total_parts,good_parts,scrap_parts,theoretical_output,actual_output,energy_kwh
KPI-003511,2026-03-16,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,446,33,0.93,0.9191,0.9853,0.8422,496,488,8,675,549,195.0
KPI-003512,2026-03-16,Afternoon,MCH-012,CNC Mill 3,Flint Plant,480,428,51,0.8923,0.9444,0.9393,0.7915,284,266,18,671,570,81.42
KPI-003513,2026-03-16,Night,MCH-012,CNC Mill 3,Flint Plant,480,389,90,0.8119,0.8921,0.9895,0.7167,274,271,3,632,558,277.9
KPI-003514,2026-03-15,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,471,8,0.9814,0.8313,0.98,0.7995,462,452,10,638,548,223.85
KPI-003515,2026-03-15,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,440,39,0.9183,0.851,0.9904,0.774,451,446,5,615,349,229.52
KPI-003516,2026-03-15,Night,MCH-012,CNC Mill 3,Flint Plant,480,417,62,0.8701,0.9332,0.9834,0.7985,587,577,10,655,411,248.28
KPI-003517,2026-03-14,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,427,52,0.8898,0.7674,0.9337,0.6376,261,243,18,546,362,237.73
KPI-003518,2026-03-14,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,422,57,0.8803,0.7595,0.9513,0.636,387,368,19,403,479,89.29
KPI-003519,2026-03-14,Night,MCH-012,CNC Mill 3,Lansing Plant,480,456,23,0.9501,0.927,0.9782,0.8615,385,376,9,411,611,307.23
KPI-003520,2026-03-13,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,338,141,0.7042,0.9465,0.933,0.6219,299,278,21,649,612,258.19
KPI-003521,2026-03-13,Afternoon,MCH-012,CNC Mill 3,Flint Plant,480,379,100,0.7908,0.8501,0.9543,0.6415,500,477,23,400,500,148.9
KPI-003522,2026-03-13,Night,MCH-012,CNC Mill 3,Detroit Plant,480,452,27,0.9431,0.8146,0.953,0.7321,211,201,10,645,518,271.64
KPI-003523,2026-03-12,Morning,MCH-012,CNC Mill 3,Flint Plant,480,375,104,0.782,0.7781,0.921,0.5604,305,280,25,609,403,245.68
KPI-003524,2026-03-12,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,398,81,0.831,0.959,0.9692,0.7724,413,400,13,449,529,115.18
KPI-003525,2026-03-12,Night,MCH-012,CNC Mill 3,Flint Plant,480,404,75,0.843,0.9105,0.9671,0.7423,352,340,12,445,612,256.93
KPI-003526,2026-03-11,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,338,141,0.7044,0.7283,0.9487,0.4867,435,412,23,518,428,284.59
KPI-003527,2026-03-11,Afternoon,MCH-012,CNC Mill 3,Flint Plant,480,413,66,0.861,0.7758,0.9318,0.6224,547,509,38,519,346,306.32
KPI-003528,2026-03-11,Night,MCH-012,CNC Mill 3,Detroit Plant,480,407,72,0.8494,0.794,0.9403,0.6342,488,458,30,588,342,123.36
KPI-003529,2026-03-10,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,387,92,0.8068,0.7772,0.9792,0.614,444,434,10,400,374,214.46
KPI-003530,2026-03-10,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,390,89,0.8127,0.9698,0.9407,0.7414,441,414,27,462,439,98.61
KPI-003531,2026-03-10,Night,MCH-012,CNC Mill 3,Lansing Plant,480,336,143,0.7002,0.8835,0.9875,0.6109,240,237,3,465,451,84.62
KPI-003532,2026-03-09,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,342,137,0.7142,0.801,0.9794,0.5603,390,381,9,486,466,223.61
KPI-003533,2026-03-09,Afternoon,MCH-012,CNC Mill 3,Flint Plant,480,430,49,0.8977,0.9366,0.9521,0.8005,418,397,21,572,652,314.91
KPI-003534,2026-03-09,Night,MCH-012,CNC Mill 3,Flint Plant,480,367,112,0.7658,0.9518,0.9853,0.7182,240,236,4,605,484,236.36
KPI-003535,2026-03-08,Morning,MCH-012,CNC Mill 3,Flint Plant,480,431,48,0.8988,0.7279,0.9612,0.6289,445,427,18,414,433,303.0
KPI-003536,2026-03-08,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,459,20,0.9563,0.8399,0.9527,0.7652,426,405,21,564,558,221.59
KPI-003537,2026-03-08,Night,MCH-012,CNC Mill 3,Flint Plant,480,339,140,0.7074,0.9344,0.9245,0.6111,414,382,32,534,594,208.49
KPI-003538,2026-03-07,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,399,80,0.8316,0.7308,0.9625,0.5849,485,466,19,653,358,159.26
KPI-003539,2026-03-07,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,459,20,0.9577,0.8891,0.9695,0.8255,417,404,13,661,448,148.88
KPI-003540,2026-03-07,Night,MCH-012,CNC Mill 3,Lansing Plant,480,431,48,0.8983,0.8633,0.9358,0.7257,536,501,35,405,452,101.76
KPI-003541,2026-03-06,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,424,55,0.8842,0.8074,0.953,0.6803,505,481,24,648,467,153.75
KPI-003542,2026-03-06,Afternoon,MCH-012,CNC Mill 3,Flint Plant,480,445,34,0.9277,0.7542,0.9664,0.6762,583,563,20,532,469,309.84
KPI-003543,2026-03-06,Night,MCH-012,CNC Mill 3,Flint Plant,480,366,113,0.7634,0.8248,0.9772,0.6153,345,337,8,513,346,149.45
KPI-003544,2026-03-05,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,381,98,0.7944,0.7634,0.9802,0.5944,590,578,12,561,496,175.19
KPI-003545,2026-03-05,Afternoon,MCH-012,CNC Mill 3,Lansing Plant,480,392,87,0.8185,0.7291,0.9558,0.5704,499,476,23,419,429,178.84
KPI-003546,2026-03-05,Night,MCH-012,CNC Mill 3,Flint Plant,480,361,118,0.7527,0.9299,0.9762,0.6833,515,502,13,459,398,283.61
KPI-003547,2026-03-04,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,337,142,0.7029,0.733,0.9231,0.4756,295,272,23,576,294,132.04
KPI-003548,2026-03-04,Afternoon,MCH-012,CNC Mill 3,Lansing Plant,480,337,142,0.7037,0.7259,0.9249,0.4725,480,443,37,667,328,304.24
KPI-003549,2026-03-04,Night,MCH-012,CNC Mill 3,Flint Plant,480,344,135,0.7172,0.8485,0.9749,0.5933,463,451,12,603,451,225.91
KPI-003550,2026-03-03,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,386,93,0.805,0.9499,0.9345,0.7146,364,340,24,504,494,124.47
KPI-003551,2026-03-03,Afternoon,MCH-012,CNC Mill 3,Flint Plant,480,377,102,0.7874,0.8005,0.9911,0.6247,584,578,6,435,558,99.99
KPI-003552,2026-03-03,Night,MCH-012,CNC Mill 3,Detroit Plant,480,422,57,0.8794,0.8484,0.9728,0.7258,292,284,8,530,414,243.05
KPI-003553,2026-03-02,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,436,43,0.9099,0.7418,0.9909,0.6688,415,411,4,422,349,218.8
KPI-003554,2026-03-02,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,373,106,0.7783,0.7316,0.9712,0.553,541,525,16,697,496,232.92
KPI-003555,2026-03-02,Night,MCH-012,CNC Mill 3,Detroit Plant,480,347,132,0.7233,0.9174,0.9828,0.6521,564,554,10,529,539,217.37
KPI-003556,2026-03-01,Morning,MCH-012,CNC Mill 3,Flint Plant,480,388,91,0.8099,0.7212,0.9687,0.5658,524,507,17,571,406,180.64
KPI-003557,2026-03-01,Afternoon,MCH-012,CNC Mill 3,Lansing Plant,480,358,121,0.7472,0.9061,0.9981,0.6758,424,423,1,620,436,152.7
KPI-003558,2026-03-01,Night,MCH-012,CNC Mill 3,Detroit Plant,480,460,19,0.9596,0.8982,0.9298,0.8014,595,553,42,532,562,223.24
KPI-003559,2026-02-28,Morning,MCH-012,CNC Mill 3,Flint Plant,480,419,60,0.8736,0.8748,0.9888,0.7557,469,463,6,639,530,115.0
KPI-003560,2026-02-28,Afternoon,MCH-012,CNC Mill 3,Lansing Plant,480,453,26,0.9444,0.8182,0.9398,0.7262,473,444,29,439,482,122.53
KPI-003561,2026-02-28,Night,MCH-012,CNC Mill 3,Lansing Plant,480,396,83,0.826,0.8871,0.9392,0.6882,347,325,22,616,607,105.73
KPI-003562,2026-02-27,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,470,9,0.9797,0.8538,0.9394,0.7858,499,468,31,574,452,165.65
KPI-003563,2026-02-27,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,442,37,0.9228,0.9403,0.9975,0.8655,555,553,2,627,412,132.88
KPI-003564,2026-02-27,Night,MCH-012,CNC Mill 3,Flint Plant,480,459,20,0.958,0.9394,0.9688,0.8719,420,406,14,431,619,202.48
KPI-003565,2026-02-26,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,393,86,0.8188,0.9383,0.9978,0.7666,579,577,2,669,491,145.76
KPI-003566,2026-02-26,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,445,34,0.9278,0.8555,0.9418,0.7475,374,352,22,594,405,155.68
KPI-003567,2026-02-26,Night,MCH-012,CNC Mill 3,Flint Plant,480,386,93,0.8054,0.7247,0.9241,0.5394,248,229,19,488,501,145.86
KPI-003568,2026-02-25,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,453,26,0.9452,0.9629,0.963,0.8765,554,533,21,638,454,218.05
KPI-003569,2026-02-25,Afternoon,MCH-012,CNC Mill 3,Flint Plant,480,464,15,0.9684,0.8052,0.9915,0.7731,224,222,2,593,547,296.53
KPI-003570,2026-02-25,Night,MCH-012,CNC Mill 3,Detroit Plant,480,384,95,0.8009,0.9079,0.9318,0.6775,363,338,25,539,367,225.81
KPI-003571,2026-02-24,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,381,98,0.7949,0.8061,0.9282,0.5948,296,274,22,626,457,112.48
KPI-003572,2026-02-24,Afternoon,MCH-012,CNC Mill 3,Lansing Plant,480,368,111,0.7678,0.8573,0.9844,0.648,481,473,8,441,506,145.08
KPI-003573,2026-02-24,Night,MCH-012,CNC Mill 3,Detroit Plant,480,426,53,0.8892,0.8656,0.9398,0.7234,224,210,14,507,439,136.87
KPI-003574,2026-02-23,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,439,40,0.9161,0.8092,0.9598,0.7115,417,400,17,548,565,257.89
KPI-003575,2026-02-23,Afternoon,MCH-012,CNC Mill 3,Flint Plant,480,348,132,0.725,0.771,0.9821,0.549,453,444,9,658,450,127.78
KPI-003576,2026-02-23,Night,MCH-012,CNC Mill 3,Detroit Plant,480,372,107,0.7752,0.8745,0.966,0.6549,533,514,19,691,499,108.82
KPI-003577,2026-02-22,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,439,40,0.9155,0.9402,0.9452,0.8136,305,288,17,439,570,238.72
KPI-003578,2026-02-22,Afternoon,MCH-012,CNC Mill 3,Lansing Plant,480,468,11,0.9753,0.7255,0.9775,0.6917,300,293,7,454,315,289.17
KPI-003579,2026-02-22,Night,MCH-012,CNC Mill 3,Detroit Plant,480,438,41,0.9144,0.8528,0.9632,0.7511,205,197,8,651,498,124.72
KPI-003580,2026-02-21,Morning,MCH-012,CNC Mill 3,Flint Plant,480,426,53,0.8876,0.7558,0.949,0.6366,250,237,13,427,358,287.12
KPI-003581,2026-02-21,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,435,44,0.907,0.8705,0.9761,0.7707,481,469,12,606,363,103.52
KPI-003582,2026-02-21,Night,MCH-012,CNC Mill 3,Flint Plant,480,371,108,0.7738,0.7596,0.9368,0.5506,325,304,21,671,306,316.87
KPI-003583,2026-02-20,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,355,124,0.7412,0.8764,0.997,0.6476,431,429,2,591,509,238.69
KPI-003584,2026-02-20,Afternoon,MCH-012,CNC Mill 3,Flint Plant,480,350,129,0.7296,0.7363,0.9642,0.518,539,519,20,651,388,254.04
KPI-003585,2026-02-20,Night,MCH-012,CNC Mill 3,Detroit Plant,480,399,80,0.8332,0.9393,0.9209,0.7207,289,266,23,475,481,257.82
KPI-003586,2026-02-19,Morning,MCH-012,CNC Mill 3,Flint Plant,480,400,79,0.8354,0.7646,0.9551,0.6101,527,503,24,423,334,205.95
KPI-003587,2026-02-19,Afternoon,MCH-012,CNC Mill 3,Lansing Plant,480,473,6,0.9856,0.8583,0.9239,0.7816,497,459,38,411,477,173.84
KPI-003588,2026-02-19,Night,MCH-012,CNC Mill 3,Lansing Plant,480,356,123,0.7436,0.7518,0.9784,0.547,352,344,8,564,333,87.93
KPI-003589,2026-02-18,Morning,MCH-012,CNC Mill 3,Flint Plant,480,357,122,0.7454,0.8994,0.98,0.657,535,524,11,497,625,147.04
KPI-003590,2026-02-18,Afternoon,MCH-012,CNC Mill 3,Flint Plant,480,405,74,0.8448,0.962,0.9888,0.8036,202,199,3,465,419,209.06
KPI-003591,2026-02-18,Night,MCH-012,CNC Mill 3,Lansing Plant,480,469,10,0.9789,0.8437,0.9495,0.7842,314,298,16,561,441,96.62
KPI-003592,2026-02-17,Morning,MCH-012,CNC Mill 3,Detroit Plant,480,453,26,0.9446,0.8517,0.9661,0.7772,411,397,14,548,442,173.41
KPI-003593,2026-02-17,Afternoon,MCH-012,CNC Mill 3,Detroit Plant,480,336,143,0.702,0.7433,0.9372,0.489,393,368,25,505,332,120.55
KPI-003594,2026-02-17,Night,MCH-012,CNC Mill 3,Flint Plant,480,356,123,0.7418,0.9657,0.9496,0.6803,258,244,14,556,505,113.12
KPI-003595,2026-02-16,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,464,15,0.9675,0.8726,0.9989,0.8433,497,496,1,621,520,265.66
KPI-003596,2026-02-16,Afternoon,MCH-012,CNC Mill 3,Lansing Plant,480,369,110,0.769,0.8568,0.9472,0.6241,272,257,15,540,443,282.67
KPI-003597,2026-02-16,Night,MCH-012,CNC Mill 3,Detroit Plant,480,368,111,0.767,0.8641,0.9821,0.6509,256,251,5,606,575,207.56
KPI-003598,2026-02-15,Morning,MCH-012,CNC Mill 3,Lansing Plant,480,382,97,0.796,0.8688,0.9746,0.674,459,447,12,403,535,213.15
KPI-003599,2026-02-15,Afternoon,MCH-012,CNC Mill 3,Lansing Plant,480,344,135,0.7174,0.7683,0.9425,0.5195,327,308,19,545,521,319.61
KPI-003600,2026-02-15,Night,MCH-012,CNC Mill 3,Lansing Plant,480,387,92,0.8065,0.7244,0.9921,0.5796,458,454,4,486,374,157.36
KPI-003601,2026-05-25,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,439,40,0.9166,0.7312,0.9751,0.6535,306,298,8,592,492,242.78
KPI-003602,2026-05-25,Afternoon,MCH-013,Stamping Press 1,Detroit Plant,480,469,10,0.979,0.8315,0.9497,0.7731,588,558,30,558,434,186.24
KPI-003603,2026-05-25,Night,MCH-013,Stamping Press 1,Lansing Plant,480,363,116,0.758,0.7267,0.9673,0.5328,461,445,16,400,494,295.61
KPI-003604,2026-05-24,Morning,MCH-013,Stamping Press 1,Detroit Plant,480,444,35,0.9251,0.8036,0.9577,0.712,312,298,14,552,527,215.37
KPI-003605,2026-05-24,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,346,133,0.7218,0.8265,0.9929,0.5923,594,589,5,418,527,210.06
KPI-003606,2026-05-24,Night,MCH-013,Stamping Press 1,Flint Plant,480,412,67,0.8593,0.802,0.9651,0.6651,261,251,10,509,557,283.45
KPI-003607,2026-05-23,Morning,MCH-013,Stamping Press 1,Flint Plant,480,382,97,0.7959,0.8866,0.9381,0.662,546,512,34,615,583,126.16
KPI-003608,2026-05-23,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,377,102,0.7857,0.7557,0.9888,0.5871,440,435,5,660,421,309.6
KPI-003609,2026-05-23,Night,MCH-013,Stamping Press 1,Detroit Plant,480,378,101,0.7878,0.8565,0.9529,0.643,575,547,28,605,555,254.61
KPI-003610,2026-05-22,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,343,136,0.7163,0.7312,0.9236,0.4837,534,493,41,600,299,180.15
KPI-003611,2026-05-22,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,375,104,0.7813,0.7948,0.968,0.6011,351,339,12,457,367,203.46
KPI-003612,2026-05-22,Night,MCH-013,Stamping Press 1,Flint Plant,480,415,64,0.865,0.9564,0.9283,0.768,389,361,28,522,647,315.72
KPI-003613,2026-05-21,Morning,MCH-013,Stamping Press 1,Flint Plant,480,470,9,0.9798,0.8631,0.9317,0.7879,579,539,40,607,423,99.5
KPI-003614,2026-05-21,Afternoon,MCH-013,Stamping Press 1,Flint Plant,480,350,129,0.7309,0.884,0.9393,0.6069,511,479,32,629,436,292.03
KPI-003615,2026-05-21,Night,MCH-013,Stamping Press 1,Flint Plant,480,410,69,0.8553,0.8521,0.9974,0.7269,392,390,2,465,472,212.59
KPI-003616,2026-05-20,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,400,79,0.835,0.9018,0.9625,0.7248,212,204,8,662,611,257.47
KPI-003617,2026-05-20,Afternoon,MCH-013,Stamping Press 1,Detroit Plant,480,359,120,0.7483,0.7438,0.9589,0.5337,219,209,10,693,341,117.69
KPI-003618,2026-05-20,Night,MCH-013,Stamping Press 1,Detroit Plant,480,374,105,0.7792,0.8044,0.9839,0.6167,231,227,4,652,466,87.95
KPI-003619,2026-05-19,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,423,56,0.8815,0.7257,0.9799,0.6268,348,341,7,530,331,194.73
KPI-003620,2026-05-19,Afternoon,MCH-013,Stamping Press 1,Detroit Plant,480,340,139,0.7091,0.7564,0.9804,0.5259,250,245,5,612,441,155.49
KPI-003621,2026-05-19,Night,MCH-013,Stamping Press 1,Lansing Plant,480,431,48,0.8989,0.8989,0.9529,0.77,208,198,10,691,597,194.45
KPI-003622,2026-05-18,Morning,MCH-013,Stamping Press 1,Detroit Plant,480,372,107,0.7759,0.9109,0.993,0.7018,441,437,4,671,620,136.44
KPI-003623,2026-05-18,Afternoon,MCH-013,Stamping Press 1,Detroit Plant,480,425,54,0.8855,0.7815,0.9893,0.6846,540,534,6,426,335,246.5
KPI-003624,2026-05-18,Night,MCH-013,Stamping Press 1,Flint Plant,480,354,125,0.7379,0.7551,0.9296,0.518,407,378,29,508,356,166.85
KPI-003625,2026-05-17,Morning,MCH-013,Stamping Press 1,Flint Plant,480,391,88,0.8166,0.778,0.9432,0.5992,318,299,19,569,335,193.57
KPI-003626,2026-05-17,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,419,60,0.8744,0.9505,0.9543,0.7931,529,504,25,437,454,303.6
KPI-003627,2026-05-17,Night,MCH-013,Stamping Press 1,Lansing Plant,480,439,40,0.9158,0.9151,0.9698,0.8127,493,478,15,564,544,153.39
KPI-003628,2026-05-16,Morning,MCH-013,Stamping Press 1,Detroit Plant,480,400,79,0.8352,0.9237,0.9581,0.7391,456,436,20,616,433,142.92
KPI-003629,2026-05-16,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,351,128,0.7322,0.8326,0.9619,0.5864,449,431,18,556,547,216.58
KPI-003630,2026-05-16,Night,MCH-013,Stamping Press 1,Lansing Plant,480,372,107,0.7761,0.9565,0.9342,0.6935,245,228,17,615,563,82.92
KPI-003631,2026-05-15,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,345,134,0.7203,0.7677,0.9732,0.5382,487,473,14,545,487,239.05
KPI-003632,2026-05-15,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,369,110,0.7705,0.9659,0.924,0.6877,580,535,45,491,675,310.93
KPI-003633,2026-05-15,Night,MCH-013,Stamping Press 1,Lansing Plant,480,421,58,0.8772,0.7867,0.9266,0.6394,200,185,15,489,387,208.75
KPI-003634,2026-05-14,Morning,MCH-013,Stamping Press 1,Detroit Plant,480,472,7,0.9834,0.9241,0.9895,0.8992,595,588,7,415,426,201.16
KPI-003635,2026-05-14,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,409,70,0.8534,0.7522,0.9343,0.5998,460,429,31,567,424,229.22
KPI-003636,2026-05-14,Night,MCH-013,Stamping Press 1,Detroit Plant,480,369,110,0.7705,0.7691,0.9587,0.5681,446,427,19,476,461,196.62
KPI-003637,2026-05-13,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,345,134,0.7206,0.8916,0.9847,0.6327,407,400,7,663,600,154.44
KPI-003638,2026-05-13,Afternoon,MCH-013,Stamping Press 1,Detroit Plant,480,428,51,0.8932,0.9258,0.9685,0.8009,505,489,16,514,600,149.46
KPI-003639,2026-05-13,Night,MCH-013,Stamping Press 1,Detroit Plant,480,436,43,0.9104,0.8453,0.9404,0.7237,276,259,17,601,440,298.65
KPI-003640,2026-05-12,Morning,MCH-013,Stamping Press 1,Detroit Plant,480,352,127,0.7352,0.886,0.9404,0.6126,400,376,24,662,383,223.91
KPI-003641,2026-05-12,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,452,27,0.9435,0.8812,0.9427,0.7838,259,244,15,587,541,203.5
KPI-003642,2026-05-12,Night,MCH-013,Stamping Press 1,Flint Plant,480,429,50,0.8941,0.7226,0.9488,0.613,447,424,23,400,320,161.32
KPI-003643,2026-05-11,Morning,MCH-013,Stamping Press 1,Flint Plant,480,456,23,0.9512,0.8574,0.9738,0.7942,498,484,14,411,527,282.15
KPI-003644,2026-05-11,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,366,113,0.7626,0.8835,0.9251,0.6233,553,511,42,602,545,104.87
KPI-003645,2026-05-11,Night,MCH-013,Stamping Press 1,Lansing Plant,480,423,56,0.8824,0.9388,0.9341,0.7738,391,365,26,690,646,221.83
KPI-003646,2026-05-10,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,471,8,0.9829,0.9309,0.9971,0.9123,523,521,2,571,558,280.85
KPI-003647,2026-05-10,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,356,123,0.7426,0.9559,0.963,0.6836,505,486,19,560,460,243.19
KPI-003648,2026-05-10,Night,MCH-013,Stamping Press 1,Flint Plant,480,474,5,0.9879,0.9451,0.9707,0.9063,600,582,18,674,634,204.94
KPI-003649,2026-05-09,Morning,MCH-013,Stamping Press 1,Detroit Plant,480,353,126,0.7374,0.9648,0.9781,0.6959,220,215,5,507,447,253.65
KPI-003650,2026-05-09,Afternoon,MCH-013,Stamping Press 1,Detroit Plant,480,347,132,0.7233,0.942,0.9694,0.6605,493,477,16,683,483,259.34
KPI-003651,2026-05-09,Night,MCH-013,Stamping Press 1,Flint Plant,480,338,141,0.7051,0.8586,0.9968,0.6035,236,235,1,509,352,156.64
KPI-003652,2026-05-08,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,365,114,0.7605,0.9507,0.9885,0.7147,495,489,6,592,540,269.9
KPI-003653,2026-05-08,Afternoon,MCH-013,Stamping Press 1,Flint Plant,480,383,96,0.7992,0.9646,0.9343,0.7203,578,540,38,433,544,85.87
KPI-003654,2026-05-08,Night,MCH-013,Stamping Press 1,Lansing Plant,480,472,7,0.9834,0.7481,0.9439,0.6944,415,391,24,444,460,95.19
KPI-003655,2026-05-07,Morning,MCH-013,Stamping Press 1,Flint Plant,480,472,7,0.9835,0.9404,0.9951,0.9204,398,396,2,536,605,108.73
KPI-003656,2026-05-07,Afternoon,MCH-013,Stamping Press 1,Flint Plant,480,363,116,0.7583,0.755,0.977,0.5593,328,320,8,576,343,243.65
KPI-003657,2026-05-07,Night,MCH-013,Stamping Press 1,Detroit Plant,480,347,132,0.7234,0.768,0.9727,0.5404,287,279,8,474,489,199.38
KPI-003658,2026-05-06,Morning,MCH-013,Stamping Press 1,Flint Plant,480,470,9,0.9806,0.8111,0.9853,0.7837,247,243,4,638,546,179.1
KPI-003659,2026-05-06,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,379,100,0.7908,0.9067,0.9357,0.6709,459,429,30,441,564,237.8
KPI-003660,2026-05-06,Night,MCH-013,Stamping Press 1,Flint Plant,480,400,79,0.8352,0.918,0.9551,0.7323,388,370,18,626,392,137.25
KPI-003661,2026-05-05,Morning,MCH-013,Stamping Press 1,Flint Plant,480,385,94,0.804,0.7802,0.9836,0.617,484,476,8,468,507,262.81
KPI-003662,2026-05-05,Afternoon,MCH-013,Stamping Press 1,Flint Plant,480,385,94,0.8021,0.9002,0.9985,0.721,508,507,1,420,545,106.7
KPI-003663,2026-05-05,Night,MCH-013,Stamping Press 1,Detroit Plant,480,408,71,0.8504,0.8291,0.9521,0.6713,592,563,29,573,473,176.65
KPI-003664,2026-05-04,Morning,MCH-013,Stamping Press 1,Detroit Plant,480,459,20,0.9572,0.8631,0.9601,0.7932,301,288,13,645,435,205.59
KPI-003665,2026-05-04,Afternoon,MCH-013,Stamping Press 1,Detroit Plant,480,364,115,0.7602,0.8702,0.9312,0.616,312,290,22,445,489,215.8
KPI-003666,2026-05-04,Night,MCH-013,Stamping Press 1,Lansing Plant,480,435,44,0.9077,0.9503,0.9484,0.8181,222,210,12,643,598,281.97
KPI-003667,2026-05-03,Morning,MCH-013,Stamping Press 1,Flint Plant,480,465,14,0.9707,0.913,0.9961,0.8828,574,571,3,447,623,274.52
KPI-003668,2026-05-03,Afternoon,MCH-013,Stamping Press 1,Detroit Plant,480,456,23,0.9514,0.9048,0.9812,0.8446,304,298,6,516,488,191.42
KPI-003669,2026-05-03,Night,MCH-013,Stamping Press 1,Lansing Plant,480,365,114,0.7617,0.7223,0.9622,0.5294,475,457,18,630,423,235.44
KPI-003670,2026-05-02,Morning,MCH-013,Stamping Press 1,Flint Plant,480,463,16,0.9663,0.9626,0.9836,0.9149,545,536,9,485,512,301.68
KPI-003671,2026-05-02,Afternoon,MCH-013,Stamping Press 1,Flint Plant,480,337,142,0.7039,0.9437,0.9424,0.626,424,399,25,492,419,173.96
KPI-003672,2026-05-02,Night,MCH-013,Stamping Press 1,Flint Plant,480,398,81,0.8295,0.8117,0.9299,0.6261,569,529,40,482,435,208.26
KPI-003673,2026-05-01,Morning,MCH-013,Stamping Press 1,Flint Plant,480,419,60,0.8734,0.9501,0.9244,0.7671,511,472,39,502,492,219.29
KPI-003674,2026-05-01,Afternoon,MCH-013,Stamping Press 1,Lansing Plant,480,418,61,0.8719,0.8567,0.9538,0.7124,283,269,14,529,584,259.8
KPI-003675,2026-05-01,Night,MCH-013,Stamping Press 1,Flint Plant,480,396,83,0.8252,0.9273,0.9691,0.7416,272,263,9,564,430,240.62
KPI-003676,2026-04-30,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,360,119,0.7518,0.8413,0.942,0.5958,472,444,28,534,534,190.03
KPI-003677,2026-04-30,Afternoon,MCH-013,Stamping Press 1,Detroit Plant,480,473,6,0.9864,0.8374,0.9863,0.8147,579,571,8,425,405,139.12
KPI-003678,2026-04-30,Night,MCH-013,Stamping Press 1,Lansing Plant,480,446,33,0.9295,0.9582,0.9859,0.8781,241,237,4,622,628,284.07
KPI-003679,2026-04-29,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,422,57,0.8806,0.8124,0.9417,0.6737,289,272,17,470,522,131.17
KPI-003680,2026-04-29,Afternoon,MCH-013,Stamping Press 1,Detroit Plant,480,377,102,0.7867,0.7675,0.9808,0.5922,412,404,8,457,425,289.58
KPI-003681,2026-04-29,Night,MCH-013,Stamping Press 1,Detroit Plant,480,468,11,0.9768,0.9434,0.9578,0.8826,461,441,20,614,418,167.65
KPI-003682,2026-04-28,Morning,MCH-013,Stamping Press 1,Lansing Plant,480,400,79,0.8336,0.8355,0.9777,0.6809,341,333,8,525,461,187.7
